year_published,latest,possibly_extinct,possibly_extinct_in_the_wild,sis_taxon_id,url,taxon_scientific_name,red_list_category_code,assessment_id,kingdom,phylum,class,order,family,genus,species,scope_description,endemicEU,RealAssessmentYN,Comments
2004,FALSE,FALSE,FALSE,7717,https://www.iucnredlist.org/species/7717/12843950,Emys orbicularis,NT,12843950,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Emys,orbicularis,Europe,N,Y,
2024,TRUE,FALSE,FALSE,158469,https://www.iucnredlist.org/species/158469/778721,Emys trinacris,DD,778721,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Emys,trinacris,Europe; Global; Mediterranean,Y,Y,
2009,FALSE,FALSE,FALSE,158469,https://www.iucnredlist.org/species/158469/97415702,Emys trinacris,DD,97415702,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Emys,trinacris,Europe; Global; Mediterranean,Y,Y,An errata assessment is required to generate a revised PDF without the updated range map which had been included in error; the updated range map is replaced with the map provided when this assessment was first published.
2024,TRUE,FALSE,FALSE,54598,https://www.iucnredlist.org/species/54598/228181470,Epidalea calamita,LC,228181470,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Epidalea,calamita,Europe; Global,Y,Y,
2022,FALSE,FALSE,FALSE,54598,https://www.iucnredlist.org/species/54598/89700822,Epidalea calamita,LC,89700822,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Epidalea,calamita,Europe; Global,Y,Y,
2009,FALSE,FALSE,FALSE,54598,https://www.iucnredlist.org/species/54598/86640094,Epidalea calamita,LC,86640094,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Epidalea,calamita,Europe; Global,Y,N,"Reformatted names of Assessor(s), Reviewer(s), Contributor(s), Facilitator(s) and/or Compiler(s)."
2009,FALSE,FALSE,FALSE,54598,https://www.iucnredlist.org/species/54598/11160828,Epidalea calamita,LC,11160828,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Epidalea,calamita,Europe; Global,Y,Y,
2004,FALSE,FALSE,FALSE,54598,https://www.iucnredlist.org/species/54598/11161146,Epidalea calamita,LC,11161146,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Epidalea,calamita,Europe; Global,Y,Y,
2024,TRUE,FALSE,FALSE,157260,https://www.iucnredlist.org/species/157260/215068095,Eremias arguta,LC,215068095,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Eremias,arguta,Europe,N,Y,
2009,FALSE,FALSE,FALSE,157260,https://www.iucnredlist.org/species/157260/5063725,Eremias arguta,NT,5063725,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Eremias,arguta,Europe,N,Y,
2024,TRUE,FALSE,FALSE,157286,https://www.iucnredlist.org/species/157286/207994494,Eremias velox,VU,207994494,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Eremias,velox,Europe,N,Y,
2009,FALSE,FALSE,FALSE,157286,https://www.iucnredlist.org/species/157286/5070559,Eremias velox,LC,5070559,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Eremias,velox,Europe,N,Y,
2024,TRUE,FALSE,FALSE,157244,https://www.iucnredlist.org/species/157244/204911892,Eryx jaculus,LC,204911892,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,ERYCIDAE,Eryx,jaculus,Europe,N,Y,
2009,FALSE,FALSE,FALSE,157244,https://www.iucnredlist.org/species/157244/5058568,Eryx jaculus,LC,5058568,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,ERYCIDAE,Eryx,jaculus,Europe,N,Y,
2024,TRUE,FALSE,FALSE,157269,https://www.iucnredlist.org/species/157269/207642827,Eryx miliaris,LC,207642827,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,ERYCIDAE,Eryx,miliaris,Europe,N,Y,
2009,FALSE,FALSE,FALSE,157269,https://www.iucnredlist.org/species/157269/5066497,Eryx miliaris,LC,5066497,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,ERYCIDAE,Eryx,miliaris,Europe,N,Y,
2024,TRUE,FALSE,FALSE,61446,https://www.iucnredlist.org/species/61446/207989942,Euleptes europaea,LC,207989942,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SPHAERODACTYLIDAE,Euleptes,europaea,Europe,N,Y,
2009,FALSE,FALSE,FALSE,61446,https://www.iucnredlist.org/species/61446/12486680,Euleptes europaea,NT,12486680,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SPHAERODACTYLIDAE,Euleptes,europaea,Europe,N,Y,
2024,TRUE,FALSE,FALSE,157289,https://www.iucnredlist.org/species/157289/207663666,Eumeces schneiderii,DD,207663666,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Eumeces,schneiderii,Europe,N,Y,
2009,FALSE,FALSE,FALSE,157289,https://www.iucnredlist.org/species/157289/5071822,Eumeces schneiderii,LC,5071822,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Eumeces,schneiderii,Europe,N,Y,
2024,TRUE,FALSE,FALSE,59449,https://www.iucnredlist.org/species/59449/228181894,Euproctus montanus,LC,228181894,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Euproctus,montanus,Europe; Global; Mediterranean,N,Y,
2022,FALSE,FALSE,FALSE,59449,https://www.iucnredlist.org/species/59449/267261724,Euproctus montanus,LC,267261724,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Euproctus,montanus,Europe; Global; Mediterranean,N,N,An errata assessment was created in order to add the 'Mediterranean' scope to the assessment of this species that is endemic to the IUCN Mediterranean Red List assessment area.
2022,FALSE,FALSE,FALSE,59449,https://www.iucnredlist.org/species/59449/89701122,Euproctus montanus,LC,89701122,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Euproctus,montanus,Europe; Global,N,Y,
2009,FALSE,FALSE,FALSE,59449,https://www.iucnredlist.org/species/59449/11943417,Euproctus montanus,LC,11943417,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Euproctus,montanus,Europe; Global,N,Y,
2004,FALSE,FALSE,FALSE,59449,https://www.iucnredlist.org/species/59449/11943552,Euproctus montanus,LC,11943552,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Euproctus,montanus,Europe; Global,N,Y,
2024,TRUE,FALSE,FALSE,61500,https://www.iucnredlist.org/species/61500/137850299,Gallotia atlantica,LC,137850299,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Gallotia,atlantica,Europe; Global,Y,Y,
2009,FALSE,FALSE,FALSE,61500,https://www.iucnredlist.org/species/61500/12492064,Gallotia atlantica,LC,12492064,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Gallotia,atlantica,Europe; Global,Y,Y,
2006,FALSE,FALSE,FALSE,61500,https://www.iucnredlist.org/species/61500/12492167,Gallotia atlantica,LC,12492167,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Gallotia,atlantica,Europe; Global,Y,Y,
2024,TRUE,FALSE,FALSE,61502,https://www.iucnredlist.org/species/61502/269974196,Gallotia bravoana,EN,269974196,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Gallotia,bravoana,Europe; Global,Y,N,An errata assessment was created in order revise the 'reason for change' field and to make some other minor typographic edits.
2024,FALSE,FALSE,FALSE,61502,https://www.iucnredlist.org/species/61502/137850527,Gallotia bravoana,EN,137850527,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Gallotia,bravoana,Europe; Global,Y,Y,
2009,FALSE,FALSE,FALSE,61502,https://www.iucnredlist.org/species/61502/12493034,Gallotia bravoana,CR,12493034,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Gallotia,bravoana,Europe; Global,Y,Y,
2006,FALSE,FALSE,FALSE,61502,https://www.iucnredlist.org/species/61502/12493219,Gallotia bravoana,CR,12493219,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Gallotia,bravoana,Europe; Global,Y,Y,
2024,TRUE,FALSE,FALSE,61503,https://www.iucnredlist.org/species/61503/137850681,Gallotia caesaris,LC,137850681,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Gallotia,caesaris,Europe; Global,Y,Y,
2009,FALSE,FALSE,FALSE,61503,https://www.iucnredlist.org/species/61503/12493473,Gallotia caesaris,LC,12493473,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Gallotia,caesaris,Europe; Global,Y,Y,
2006,FALSE,FALSE,FALSE,61503,https://www.iucnredlist.org/species/61503/12493589,Gallotia caesaris,LC,12493589,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Gallotia,caesaris,Europe; Global,Y,Y,
2024,TRUE,FALSE,FALSE,61504,https://www.iucnredlist.org/species/61504/137850765,Gallotia galloti,LC,137850765,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Gallotia,galloti,Europe; Global,Y,Y,
2009,FALSE,FALSE,FALSE,61504,https://www.iucnredlist.org/species/61504/12493747,Gallotia galloti,LC,12493747,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Gallotia,galloti,Europe; Global,Y,Y,
2006,FALSE,FALSE,FALSE,61504,https://www.iucnredlist.org/species/61504/12493853,Gallotia galloti,LC,12493853,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Gallotia,galloti,Europe; Global,Y,Y,
2024,TRUE,FALSE,FALSE,61505,https://www.iucnredlist.org/species/61505/207650471,Gallotia intermedia,EN,207650471,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Gallotia,intermedia,Europe; Global,Y,Y,
2009,FALSE,FALSE,FALSE,61505,https://www.iucnredlist.org/species/61505/12494026,Gallotia intermedia,CR,12494026,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Gallotia,intermedia,Europe; Global,Y,Y,
2006,FALSE,FALSE,FALSE,61505,https://www.iucnredlist.org/species/61505/12494174,Gallotia intermedia,CR,12494174,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Gallotia,intermedia,Europe; Global,Y,Y,
2024,TRUE,FALSE,FALSE,8881,https://www.iucnredlist.org/species/8881/137842652,Gallotia simonyi,VU,137842652,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Gallotia,simonyi,Europe; Global,Y,Y,
2009,FALSE,FALSE,FALSE,8881,https://www.iucnredlist.org/species/8881/12935900,Gallotia simonyi,CR,12935900,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Gallotia,simonyi,Europe; Global,Y,Y,
2006,FALSE,FALSE,FALSE,8881,https://www.iucnredlist.org/species/8881/12936071,Gallotia simonyi,CR,12936071,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Gallotia,simonyi,Europe; Global,Y,Y,
1996,FALSE,FALSE,FALSE,8881,https://www.iucnredlist.org/species/8881/12935858,Gallotia simonyi,CR,12935858,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Gallotia,simonyi,Europe; Global,Y,Y,
1994,FALSE,FALSE,FALSE,8881,https://www.iucnredlist.org/species/8881/12936243,Gallotia simonyi,EN,12936243,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Gallotia,simonyi,Europe; Global,Y,Y,
1990,FALSE,FALSE,FALSE,8881,https://www.iucnredlist.org/species/8881/12935881,Gallotia simonyi,EN,12935881,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Gallotia,simonyi,Europe; Global,Y,Y,
1988,FALSE,FALSE,FALSE,8881,https://www.iucnredlist.org/species/8881/12936224,Gallotia simonyi,EN,12936224,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Gallotia,simonyi,Europe; Global,Y,Y?,
1986,FALSE,FALSE,FALSE,8881,https://www.iucnredlist.org/species/8881/12936262,Gallotia simonyi,EN,12936262,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Gallotia,simonyi,Europe; Global,Y,Y?,
2024,TRUE,FALSE,FALSE,61506,https://www.iucnredlist.org/species/61506/137850850,Gallotia stehlini,CR,137850850,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Gallotia,stehlini,Europe; Global,Y,Y,
2009,FALSE,FALSE,FALSE,61506,https://www.iucnredlist.org/species/61506/12494509,Gallotia stehlini,LC,12494509,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Gallotia,stehlini,Europe; Global,Y,Y,
2006,FALSE,FALSE,FALSE,61506,https://www.iucnredlist.org/species/61506/12494608,Gallotia stehlini,LC,12494608,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Gallotia,stehlini,Europe; Global,Y,Y,
2009,FALSE,FALSE,FALSE,61523,https://www.iucnredlist.org/species/61523/12502676,Hellenolacerta graeca,NT,12502676,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Hellenolacerta,graeca,Europe; Global,Y,Y,
2006,FALSE,FALSE,FALSE,61523,https://www.iucnredlist.org/species/61523/12502822,Hellenolacerta graeca,NT,12502822,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Hellenolacerta,graeca,Europe; Global,Y,Y,
2024,TRUE,FALSE,FALSE,157261,https://www.iucnredlist.org/species/157261/205698798,Hemidactylus turcicus,LC,205698798,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,GEKKONIDAE,Hemidactylus,turcicus,Europe,N,Y,
2009,FALSE,FALSE,FALSE,157261,https://www.iucnredlist.org/species/157261/5064219,Hemidactylus turcicus,LC,5064219,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,GEKKONIDAE,Hemidactylus,turcicus,Europe,N,Y,
2024,TRUE,FALSE,FALSE,61509,https://www.iucnredlist.org/species/61509/207643905,Hemorrhois hippocrepis,LC,207643905,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,COLUBRIDAE,Hemorrhois,hippocrepis,Europe,N,Y,
2009,FALSE,FALSE,FALSE,61509,https://www.iucnredlist.org/species/61509/12495724,Hemorrhois hippocrepis,LC,12495724,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,COLUBRIDAE,Hemorrhois,hippocrepis,Europe,N,Y,
2024,TRUE,FALSE,FALSE,157270,https://www.iucnredlist.org/species/157270/244574857,Hemorrhois nummifer,LC,244574857,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,COLUBRIDAE,Hemorrhois,nummifer,Europe,N,Y,
2009,FALSE,FALSE,FALSE,157270,https://www.iucnredlist.org/species/157270/5066723,Hemorrhois nummifer,LC,5066723,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,COLUBRIDAE,Hemorrhois,nummifer,Europe,N,Y,
2024,TRUE,FALSE,FALSE,157285,https://www.iucnredlist.org/species/157285/207644599,Hemorrhois ravergieri,NA,207644599,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,COLUBRIDAE,Hemorrhois,ravergieri,Europe,N,Y,Non-native species. Not sure why it is assessed.
2009,FALSE,FALSE,FALSE,157285,https://www.iucnredlist.org/species/157285/5070367,Hemorrhois ravergieri,NA,5070367,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,COLUBRIDAE,Hemorrhois,ravergieri,Europe,N,Y,Non-native species. Not sure why it is assessed.
2024,TRUE,FALSE,FALSE,157291,https://www.iucnredlist.org/species/157291/207664181,Heremites auratus,LC,207664181,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Heremites,auratus,Europe,N,Y,
2009,FALSE,FALSE,FALSE,157291,https://www.iucnredlist.org/species/157291/5072372,Heremites auratus,NA,5072372,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Heremites,auratus,Europe,N,Y,
2017,FALSE,FALSE,FALSE,157291,https://www.iucnredlist.org/species/157291/120690374,Heremites auratus,NA,120690374,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Heremites,auratus,Europe,N,Y,"The original assessment was published under the genus name Trachylepis  but it is now treated under Heremites, hence the need for this amended version."
2024,TRUE,FALSE,FALSE,61586,https://www.iucnredlist.org/species/61586/207991230,Heremites vittatus,LC,207991230,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Heremites,vittatus,Europe,N,Y,
2017,FALSE,FALSE,FALSE,61586,https://www.iucnredlist.org/species/61586/120691831,Heremites vittatus,LC,120691831,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Heremites,vittatus,Europe,N,Y,"The original assessment was published under the genus name Trachylepis  but it is now treated under Heremites, hence the need for this amended version."
2009,FALSE,FALSE,FALSE,61586,https://www.iucnredlist.org/species/61586/12500868,Heremites vittatus,LC,12500868,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Heremites,vittatus,Europe,N,Y,
2009,FALSE,FALSE,FALSE,61443,https://www.iucnredlist.org/species/61443/12485322,Hierophis cypriensis,EN,12485322,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,COLUBRIDAE,Hierophis,cypriensis,Europe; Global,Y,Y,
2006,FALSE,FALSE,FALSE,61443,https://www.iucnredlist.org/species/61443/12485461,Hierophis cypriensis,EN,12485461,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,COLUBRIDAE,Hierophis,cypriensis,Europe; Global,Y,Y,
1996,FALSE,FALSE,FALSE,61443,https://www.iucnredlist.org/species/61443/12485278,Hierophis cypriensis,EN,12485278,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,COLUBRIDAE,Hierophis,cypriensis,Europe; Global,Y,Y,
1996,FALSE,FALSE,FALSE,61443,https://www.iucnredlist.org/species/61443/12485600,Hierophis cypriensis,EN,12485600,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,COLUBRIDAE,Hierophis,cypriensis,Europe; Global,Y,Y,
1994,FALSE,FALSE,FALSE,61443,https://www.iucnredlist.org/species/61443/12485579,Hierophis cypriensis,VU,12485579,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,COLUBRIDAE,Hierophis,cypriensis,Europe; Global,Y,Y,
1990,FALSE,FALSE,FALSE,61443,https://www.iucnredlist.org/species/61443/12485301,Hierophis cypriensis,VU,12485301,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,COLUBRIDAE,Hierophis,cypriensis,Europe; Global,Y,Y,
2024,TRUE,FALSE,FALSE,61510,https://www.iucnredlist.org/species/61510/137851210,Hierophis gemonensis,LC,137851210,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,COLUBRIDAE,Hierophis,gemonensis,Europe; Global,Y,Y,
2009,FALSE,FALSE,FALSE,61510,https://www.iucnredlist.org/species/61510/12496555,Hierophis gemonensis,LC,12496555,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,COLUBRIDAE,Hierophis,gemonensis,Europe; Global,Y,Y,
2006,FALSE,FALSE,FALSE,61510,https://www.iucnredlist.org/species/61510/12496739,Hierophis gemonensis,LC,12496739,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,COLUBRIDAE,Hierophis,gemonensis,Europe; Global,Y,Y,
2024,TRUE,FALSE,FALSE,61449,https://www.iucnredlist.org/species/61449/137844938,Hierophis viridiflavus,LC,137844938,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,COLUBRIDAE,Hierophis,viridiflavus,Europe; Global,Y,Y,
2009,FALSE,FALSE,FALSE,61449,https://www.iucnredlist.org/species/61449/86246670,Hierophis viridiflavus,LC,86246670,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,COLUBRIDAE,Hierophis,viridiflavus,Europe; Global,Y,N,"Reformatted names of Assessor(s), Reviewer(s), Contributor(s), Facilitator(s) and/or Compiler(s). Italicised taxa names in the Taxonomic Notes section and corrected formatting of references in the overall text."
2009,FALSE,FALSE,FALSE,61449,https://www.iucnredlist.org/species/61449/12487580,Hierophis viridiflavus,LC,12487580,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,COLUBRIDAE,Hierophis,viridiflavus,Europe; Global,Y,Y,
2006,FALSE,FALSE,FALSE,61449,https://www.iucnredlist.org/species/61449/12487740,Hierophis viridiflavus,LC,12487740,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,COLUBRIDAE,Hierophis,viridiflavus,Europe; Global,Y,Y,
2024,TRUE,FALSE,FALSE,82496838,https://www.iucnredlist.org/species/82496838/228182338,Hyla arborea,LC,228182338,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hyla,arborea,Europe; Global,N,Y,
2022,FALSE,FALSE,FALSE,82496838,https://www.iucnredlist.org/species/82496838/82495296,Hyla arborea,LC,82495296,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hyla,arborea,Europe; Global,N,Y,
2024,TRUE,FALSE,FALSE,55517,https://www.iucnredlist.org/species/55517/229001009,Hyla intermedia,LC,229001009,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hyla,intermedia,Europe; Global,Y,Y,
2009,FALSE,FALSE,FALSE,55517,https://www.iucnredlist.org/species/55517/11323168,Hyla intermedia,LC,11323168,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hyla,intermedia,Europe; Global,Y,Y,
2024,TRUE,FALSE,FALSE,82493101,https://www.iucnredlist.org/species/82493101/228182906,Hyla molleri,LC,228182906,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hyla,molleri,Europe; Global,N,Y,
2022,FALSE,FALSE,FALSE,82493101,https://www.iucnredlist.org/species/82493101/89696457,Hyla molleri,LC,89696457,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hyla,molleri,Europe; Global,N,Y,
2024,TRUE,FALSE,FALSE,55645,https://www.iucnredlist.org/species/55645/223764163,Hyla sarda,LC,223764163,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hyla,sarda,Europe; Global; Mediterranean,Y,Y,
2020,FALSE,FALSE,FALSE,55645,https://www.iucnredlist.org/species/55645/267243106,Hyla sarda,LC,267243106,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hyla,sarda,Europe; Global; Mediterranean,Y,Y,An errata assessment was created in order to add the 'Mediterranean' scope to the assessment of this species that is endemic to the IUCN Mediterranean Red List assessment area.
2020,FALSE,FALSE,FALSE,55645,https://www.iucnredlist.org/species/55645/88464122,Hyla sarda,LC,88464122,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hyla,sarda,Europe; Global,Y,N,
2009,FALSE,FALSE,FALSE,55645,https://www.iucnredlist.org/species/55645/11346650,Hyla sarda,LC,11346650,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hyla,sarda,Europe; Global,Y,Y,
2009,FALSE,FALSE,FALSE,55645,https://www.iucnredlist.org/species/55645/86624366,Hyla sarda,LC,86624366,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hyla,sarda,Europe; Global,Y,N,"Reformatted names of Assessor(s), Reviewer(s), Contributor(s), Facilitator(s) and/or Compiler(s)."
2004,FALSE,FALSE,FALSE,55645,https://www.iucnredlist.org/species/55645/11346766,Hyla sarda,LC,11346766,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hyla,sarda,Europe; Global,Y,Y,
2024,TRUE,FALSE,FALSE,61512,https://www.iucnredlist.org/species/61512/137851481,Iberolacerta aranica,NT,137851481,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Iberolacerta,aranica,Europe; Global,Y,Y,
2009,FALSE,FALSE,FALSE,61512,https://www.iucnredlist.org/species/61512/12497171,Iberolacerta aranica,EN,12497171,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Iberolacerta,aranica,Europe; Global,Y,Y,
2009,FALSE,FALSE,FALSE,61512,https://www.iucnredlist.org/species/61512/84674971,Iberolacerta aranica,EN,84674971,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Iberolacerta,aranica,Europe; Global,Y,N,"The severely fragmented data field was previously incorrectly marked as 'No'. This has been updated to 'Yes' as the population is considered to be severely fragmented, according to the Assessment Rationale and Population text. Minor typographical errors have also been corrected."
2006,FALSE,FALSE,FALSE,61512,https://www.iucnredlist.org/species/61512/12497373,Iberolacerta aranica,CR,12497373,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Iberolacerta,aranica,Europe; Global,Y,Y,
2024,TRUE,FALSE,FALSE,61513,https://www.iucnredlist.org/species/61513/137851611,Iberolacerta aurelioi,EN,137851611,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Iberolacerta,aurelioi,Europe; Global,Y,Y,
2009,FALSE,FALSE,FALSE,61513,https://www.iucnredlist.org/species/61513/12497596,Iberolacerta aurelioi,EN,12497596,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Iberolacerta,aurelioi,Europe; Global,Y,Y,
2006,FALSE,FALSE,FALSE,61513,https://www.iucnredlist.org/species/61513/12497789,Iberolacerta aurelioi,EN,12497789,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Iberolacerta,aurelioi,Europe; Global,Y,Y,
2024,TRUE,FALSE,FALSE,61447,https://www.iucnredlist.org/species/61447/137844814,Iberolacerta bonnali,NT,137844814,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Iberolacerta,bonnali,Europe; Global,Y,Y,
2009,FALSE,FALSE,FALSE,61447,https://www.iucnredlist.org/species/61447/12486917,Iberolacerta bonnali,NT,12486917,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Iberolacerta,bonnali,Europe; Global,Y,Y,
2006,FALSE,FALSE,FALSE,61447,https://www.iucnredlist.org/species/61447/12487095,Iberolacerta bonnali,NT,12487095,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Iberolacerta,bonnali,Europe; Global,Y,Y,
1996,FALSE,FALSE,FALSE,61447,https://www.iucnredlist.org/species/61447/12486875,Iberolacerta bonnali,VU,12486875,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Iberolacerta,bonnali,Europe; Global,Y,Y,
1996,FALSE,FALSE,FALSE,61447,https://www.iucnredlist.org/species/61447/12486896,Iberolacerta bonnali,VU,12486896,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Iberolacerta,bonnali,Europe; Global,Y,N,
2009,FALSE,FALSE,FALSE,61514,https://www.iucnredlist.org/species/61514/12498292,Iberolacerta cyreni,EN,12498292,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Iberolacerta,cyreni,Europe; Global,Y,Y,
2006,FALSE,FALSE,FALSE,61514,https://www.iucnredlist.org/species/61514/12498457,Iberolacerta cyreni,EN,12498457,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Iberolacerta,cyreni,Europe; Global,Y,Y,
