"year_published","latest","possibly_extinct","possibly_extinct_in_the_wild","sis_taxon_id","url","taxon_scientific_name","red_list_category_code","assessment_id","kingdom","phylum","class","order","family","genus","species","scope_description","endemic"
"2009",FALSE,FALSE,FALSE,61575,"https://www.iucnredlist.org/species/61575/12494692","Tarentola delalandii","LC",12494692,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","PHYLLODACTYLIDAE","Tarentola","delalandii","Europe","yes"
"2009",FALSE,FALSE,FALSE,61575,"https://www.iucnredlist.org/species/61575/12494692","Tarentola delalandii","LC",12494692,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","PHYLLODACTYLIDAE","Tarentola","delalandii","Europe","yes"
"2006",FALSE,FALSE,FALSE,61575,"https://www.iucnredlist.org/species/61575/12494797","Tarentola delalandii","LC",12494797,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","PHYLLODACTYLIDAE","Tarentola","delalandii","Europe","yes"
"2006",FALSE,FALSE,FALSE,61575,"https://www.iucnredlist.org/species/61575/12494797","Tarentola delalandii","LC",12494797,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","PHYLLODACTYLIDAE","Tarentola","delalandii","Europe","yes"
"2024",TRUE,FALSE,FALSE,61577,"https://www.iucnredlist.org/species/61577/137857989","Tarentola gomerensis","LC",137857989,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","PHYLLODACTYLIDAE","Tarentola","gomerensis","Europe","yes"
"2024",TRUE,FALSE,FALSE,61577,"https://www.iucnredlist.org/species/61577/137857989","Tarentola gomerensis","LC",137857989,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","PHYLLODACTYLIDAE","Tarentola","gomerensis","Europe","yes"
"2009",FALSE,FALSE,FALSE,61577,"https://www.iucnredlist.org/species/61577/12495165","Tarentola gomerensis","LC",12495165,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","PHYLLODACTYLIDAE","Tarentola","gomerensis","Europe","yes"
"2009",FALSE,FALSE,FALSE,61577,"https://www.iucnredlist.org/species/61577/12495165","Tarentola gomerensis","LC",12495165,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","PHYLLODACTYLIDAE","Tarentola","gomerensis","Europe","yes"
"2006",FALSE,FALSE,FALSE,61577,"https://www.iucnredlist.org/species/61577/12495268","Tarentola gomerensis","LC",12495268,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","PHYLLODACTYLIDAE","Tarentola","gomerensis","Europe","yes"
"2006",FALSE,FALSE,FALSE,61577,"https://www.iucnredlist.org/species/61577/12495268","Tarentola gomerensis","LC",12495268,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","PHYLLODACTYLIDAE","Tarentola","gomerensis","Europe","yes"
"2024",TRUE,FALSE,FALSE,248310890,"https://www.iucnredlist.org/species/248310890/285448550","Tarentola mauritanica","LC",285448550,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","PHYLLODACTYLIDAE","Tarentola","mauritanica","Europe","no"
"2009",FALSE,FALSE,FALSE,248310890,"https://www.iucnredlist.org/species/248310890/285448857","Tarentola mauritanica","LC",285448857,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","PHYLLODACTYLIDAE","Tarentola","mauritanica","Europe","no"
"2024",TRUE,FALSE,FALSE,61521,"https://www.iucnredlist.org/species/61521/207657622","Teira dugesii","LC",207657622,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Teira","dugesii","Europe","yes"
"2024",TRUE,FALSE,FALSE,61521,"https://www.iucnredlist.org/species/61521/207657622","Teira dugesii","LC",207657622,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Teira","dugesii","Europe","yes"
"2009",FALSE,FALSE,FALSE,61521,"https://www.iucnredlist.org/species/61521/12501831","Teira dugesii","LC",12501831,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Teira","dugesii","Europe","yes"
"2009",FALSE,FALSE,FALSE,61521,"https://www.iucnredlist.org/species/61521/12501831","Teira dugesii","LC",12501831,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Teira","dugesii","Europe","yes"
"2009",FALSE,FALSE,FALSE,61521,"https://www.iucnredlist.org/species/61521/121720531","Teira dugesii","LC",121720531,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Teira","dugesii","Europe","yes"
"2009",FALSE,FALSE,FALSE,61521,"https://www.iucnredlist.org/species/61521/121720531","Teira dugesii","LC",121720531,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Teira","dugesii","Europe","yes"
"2006",FALSE,FALSE,FALSE,61521,"https://www.iucnredlist.org/species/61521/12501948","Teira dugesii","LC",12501948,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Teira","dugesii","Europe","yes"
"2006",FALSE,FALSE,FALSE,61521,"https://www.iucnredlist.org/species/61521/12501948","Teira dugesii","LC",12501948,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Teira","dugesii","Europe","yes"
"2024",TRUE,FALSE,FALSE,157258,"https://www.iucnredlist.org/species/157258/137860744","Telescopus fallax","LC",137860744,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","COLUBRIDAE","Telescopus","fallax","Europe","no"
"2009",FALSE,FALSE,FALSE,157258,"https://www.iucnredlist.org/species/157258/5063142","Telescopus fallax","LC",5063142,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","COLUBRIDAE","Telescopus","fallax","Europe","no"
"2024",TRUE,FALSE,FALSE,54573089,"https://www.iucnredlist.org/species/54573089/204888407","Tenuidactylus bogdanovi","NA",204888407,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","GEKKONIDAE","Tenuidactylus","bogdanovi","Europe","no"
"2024",TRUE,FALSE,FALSE,157255,"https://www.iucnredlist.org/species/157255/207992940","Tenuidactylus caspius","NA",207992940,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","GEKKONIDAE","Tenuidactylus","caspius","Europe","no"
"2009",FALSE,FALSE,FALSE,157255,"https://www.iucnredlist.org/species/157255/5061434","Tenuidactylus caspius","NA",5061434,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","GEKKONIDAE","Tenuidactylus","caspius","Europe","no"
"2024",TRUE,FALSE,FALSE,21646,"https://www.iucnredlist.org/species/21646/207669215","Testudo graeca","NT",207669215,"ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","TESTUDINIDAE","Testudo","graeca","Europe","no"
"2004",FALSE,FALSE,FALSE,21646,"https://www.iucnredlist.org/species/21646/9305080","Testudo graeca","VU",9305080,"ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","TESTUDINIDAE","Testudo","graeca","Europe","no"
"2024",TRUE,FALSE,FALSE,21648,"https://www.iucnredlist.org/species/21648/268511652","Testudo hermanni","VU",268511652,"ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","TESTUDINIDAE","Testudo","hermanni","Europe","yes"
"2024",TRUE,FALSE,FALSE,21648,"https://www.iucnredlist.org/species/21648/268511652","Testudo hermanni","VU",268511652,"ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","TESTUDINIDAE","Testudo","hermanni","Europe","yes"
"2024",FALSE,FALSE,FALSE,21648,"https://www.iucnredlist.org/species/21648/2777071","Testudo hermanni","VU",2777071,"ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","TESTUDINIDAE","Testudo","hermanni","Europe","yes"
"2024",FALSE,FALSE,FALSE,21648,"https://www.iucnredlist.org/species/21648/2777071","Testudo hermanni","VU",2777071,"ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","TESTUDINIDAE","Testudo","hermanni","Europe","yes"
"2004",FALSE,FALSE,FALSE,21648,"https://www.iucnredlist.org/species/21648/176604335","Testudo hermanni","NT",176604335,"ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","TESTUDINIDAE","Testudo","hermanni","Europe","yes"
"2004",FALSE,FALSE,FALSE,21648,"https://www.iucnredlist.org/species/21648/176604335","Testudo hermanni","NT",176604335,"ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","TESTUDINIDAE","Testudo","hermanni","Europe","yes"
"2004",FALSE,FALSE,FALSE,21648,"https://www.iucnredlist.org/species/21648/9306057","Testudo hermanni","NT",9306057,"ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","TESTUDINIDAE","Testudo","hermanni","Europe","yes"
"2004",FALSE,FALSE,FALSE,21648,"https://www.iucnredlist.org/species/21648/9306057","Testudo hermanni","NT",9306057,"ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","TESTUDINIDAE","Testudo","hermanni","Europe","yes"
"1996",FALSE,FALSE,FALSE,21648,"https://www.iucnredlist.org/species/21648/9306437","Testudo hermanni","NT",9306437,"ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","TESTUDINIDAE","Testudo","hermanni","Europe","yes"
"1996",FALSE,FALSE,FALSE,21648,"https://www.iucnredlist.org/species/21648/9306437","Testudo hermanni","NT",9306437,"ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","TESTUDINIDAE","Testudo","hermanni","Europe","yes"
"1994",FALSE,FALSE,FALSE,21648,"https://www.iucnredlist.org/species/21648/9306036","Testudo hermanni","VU",9306036,"ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","TESTUDINIDAE","Testudo","hermanni","Europe","yes"
"1994",FALSE,FALSE,FALSE,21648,"https://www.iucnredlist.org/species/21648/9306036","Testudo hermanni","VU",9306036,"ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","TESTUDINIDAE","Testudo","hermanni","Europe","yes"
"1990",FALSE,FALSE,FALSE,21648,"https://www.iucnredlist.org/species/21648/9306019","Testudo hermanni","VU",9306019,"ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","TESTUDINIDAE","Testudo","hermanni","Europe","yes"
"1990",FALSE,FALSE,FALSE,21648,"https://www.iucnredlist.org/species/21648/9306019","Testudo hermanni","VU",9306019,"ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","TESTUDINIDAE","Testudo","hermanni","Europe","yes"
"1988",FALSE,FALSE,FALSE,21648,"https://www.iucnredlist.org/species/21648/9306571","Testudo hermanni","VU",9306571,"ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","TESTUDINIDAE","Testudo","hermanni","Europe","yes"
"1988",FALSE,FALSE,FALSE,21648,"https://www.iucnredlist.org/species/21648/9306571","Testudo hermanni","VU",9306571,"ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","TESTUDINIDAE","Testudo","hermanni","Europe","yes"
"1986",FALSE,FALSE,FALSE,21648,"https://www.iucnredlist.org/species/21648/9306554","Testudo hermanni","VU",9306554,"ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","TESTUDINIDAE","Testudo","hermanni","Europe","yes"
"1986",FALSE,FALSE,FALSE,21648,"https://www.iucnredlist.org/species/21648/9306554","Testudo hermanni","VU",9306554,"ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","TESTUDINIDAE","Testudo","hermanni","Europe","yes"
"1982",FALSE,FALSE,FALSE,21648,"https://www.iucnredlist.org/species/21648/9306537","Testudo hermanni","VU",9306537,"ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","TESTUDINIDAE","Testudo","hermanni","Europe","yes"
"1982",FALSE,FALSE,FALSE,21648,"https://www.iucnredlist.org/species/21648/9306537","Testudo hermanni","VU",9306537,"ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","TESTUDINIDAE","Testudo","hermanni","Europe","yes"
"2024",TRUE,FALSE,FALSE,218293375,"https://www.iucnredlist.org/species/218293375/137858480","Timon lepidus","LC",137858480,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Timon","lepidus","Europe","yes"
"2024",TRUE,FALSE,FALSE,218293375,"https://www.iucnredlist.org/species/218293375/137858480","Timon lepidus","LC",137858480,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Timon","lepidus","Europe","yes"
"2024",TRUE,FALSE,FALSE,61585,"https://www.iucnredlist.org/species/61585/207657895","Timon tangitanus","NA",207657895,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Timon","tangitanus","Europe","no"
"2009",FALSE,FALSE,FALSE,61585,"https://www.iucnredlist.org/species/61585/12500310","Timon tangitanus","NE",12500310,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Timon","tangitanus","Europe","no"
"2024",TRUE,FALSE,FALSE,200064594,"https://www.iucnredlist.org/species/200064594/207063060","Timon nevadensis","LC",207063060,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Timon","nevadensis","Mediterranean","yes"
"2024",TRUE,FALSE,FALSE,200064594,"https://www.iucnredlist.org/species/200064594/207063060","Timon nevadensis","LC",207063060,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Timon","nevadensis","Mediterranean","yes"
"2024",TRUE,FALSE,FALSE,200064594,"https://www.iucnredlist.org/species/200064594/207063060","Timon nevadensis","LC",207063060,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Timon","nevadensis","Mediterranean","yes"
"2024",TRUE,FALSE,FALSE,22028,"https://www.iucnredlist.org/species/22028/207988853","Trachemys scripta","NA",207988853,"ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","EMYDIDAE","Trachemys","scripta","Europe","no"
"2024",TRUE,FALSE,FALSE,62256,"https://www.iucnredlist.org/species/62256/207992212","Trionyx triunguis","NA",207992212,"ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","TRIONYCHIDAE","Trionyx","triunguis","Europe","no"
"2004",FALSE,FALSE,FALSE,62256,"https://www.iucnredlist.org/species/62256/12584793","Trionyx triunguis","NA",12584793,"ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","TRIONYCHIDAE","Trionyx","triunguis","Europe","no"
"2025",TRUE,FALSE,FALSE,61589,"https://www.iucnredlist.org/species/61589/137859299","Trogonophis wiegmanni","LC",137859299,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","TROGONOPHIDAE","Trogonophis","wiegmanni","Global; Mediterranean","yes"
"2025",TRUE,FALSE,FALSE,61589,"https://www.iucnredlist.org/species/61589/137859299","Trogonophis wiegmanni","LC",137859299,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","TROGONOPHIDAE","Trogonophis","wiegmanni","Global; Mediterranean","yes"
"2024",TRUE,FALSE,FALSE,61589,"https://www.iucnredlist.org/species/61589/217943612","Trogonophis wiegmanni","NA",217943612,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","TROGONOPHIDAE","Trogonophis","wiegmanni","Europe","no"
"2009",FALSE,FALSE,FALSE,61589,"https://www.iucnredlist.org/species/61589/12502327","Trogonophis wiegmanni","NE",12502327,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","TROGONOPHIDAE","Trogonophis","wiegmanni","Europe","no"
"2024",TRUE,FALSE,FALSE,62255,"https://www.iucnredlist.org/species/62255/207991981","Vipera ammodytes","LC",207991981,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","VIPERIDAE","Vipera","ammodytes","Europe","no"
"2009",FALSE,FALSE,FALSE,62255,"https://www.iucnredlist.org/species/62255/12584553","Vipera ammodytes","LC",12584553,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","VIPERIDAE","Vipera","ammodytes","Europe","no"
"2024",FALSE,FALSE,FALSE,61591,"https://www.iucnredlist.org/species/61591/137859549","Vipera aspis","VU",137859549,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","VIPERIDAE","Vipera","aspis","Europe","yes"
"2024",FALSE,FALSE,FALSE,61591,"https://www.iucnredlist.org/species/61591/137859549","Vipera aspis","VU",137859549,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","VIPERIDAE","Vipera","aspis","Europe","yes"
"2024",TRUE,FALSE,FALSE,61591,"https://www.iucnredlist.org/species/61591/260760059","Vipera aspis","VU",260760059,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","VIPERIDAE","Vipera","aspis","Europe","yes"
"2024",TRUE,FALSE,FALSE,61591,"https://www.iucnredlist.org/species/61591/260760059","Vipera aspis","VU",260760059,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","VIPERIDAE","Vipera","aspis","Europe","yes"
"2009",FALSE,FALSE,FALSE,61591,"https://www.iucnredlist.org/species/61591/12503170","Vipera aspis","LC",12503170,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","VIPERIDAE","Vipera","aspis","Europe","yes"
"2009",FALSE,FALSE,FALSE,61591,"https://www.iucnredlist.org/species/61591/12503170","Vipera aspis","LC",12503170,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","VIPERIDAE","Vipera","aspis","Europe","yes"
"2024",TRUE,FALSE,FALSE,47756146,"https://www.iucnredlist.org/species/47756146/215261275","Vipera berus","LC",215261275,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","VIPERIDAE","Vipera","berus","Europe","no"
"2024",TRUE,FALSE,FALSE,221202039,"https://www.iucnredlist.org/species/221202039/137859691","Vipera latastei","VU",137859691,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","VIPERIDAE","Vipera","latastei","Europe","yes"
"2024",TRUE,FALSE,FALSE,221202039,"https://www.iucnredlist.org/species/221202039/137859691","Vipera latastei","VU",137859691,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","VIPERIDAE","Vipera","latastei","Europe","yes"
"2024",TRUE,FALSE,FALSE,157268,"https://www.iucnredlist.org/species/157268/215291182","Vipera renardi","VU",215291182,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","VIPERIDAE","Vipera","renardi","Europe","no"
"2009",FALSE,FALSE,FALSE,157268,"https://www.iucnredlist.org/species/157268/5066267","Vipera renardi","VU",5066267,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","VIPERIDAE","Vipera","renardi","Europe","no"
"2024",TRUE,FALSE,FALSE,61594,"https://www.iucnredlist.org/species/61594/137859941","Vipera seoanei","NT",137859941,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","VIPERIDAE","Vipera","seoanei","Europe","yes"
"2024",TRUE,FALSE,FALSE,61594,"https://www.iucnredlist.org/species/61594/137859941","Vipera seoanei","NT",137859941,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","VIPERIDAE","Vipera","seoanei","Europe","yes"
"2009",FALSE,FALSE,FALSE,61594,"https://www.iucnredlist.org/species/61594/12505084","Vipera seoanei","LC",12505084,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","VIPERIDAE","Vipera","seoanei","Europe","yes"
"2009",FALSE,FALSE,FALSE,61594,"https://www.iucnredlist.org/species/61594/12505084","Vipera seoanei","LC",12505084,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","VIPERIDAE","Vipera","seoanei","Europe","yes"
"2006",FALSE,FALSE,FALSE,61594,"https://www.iucnredlist.org/species/61594/12505233","Vipera seoanei","LC",12505233,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","VIPERIDAE","Vipera","seoanei","Europe","yes"
"2006",FALSE,FALSE,FALSE,61594,"https://www.iucnredlist.org/species/61594/12505233","Vipera seoanei","LC",12505233,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","VIPERIDAE","Vipera","seoanei","Europe","yes"
"2024",TRUE,FALSE,FALSE,218272979,"https://www.iucnredlist.org/species/218272979/207526336","Vipera ursinii","VU",207526336,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","VIPERIDAE","Vipera","ursinii","Europe","yes"
"2024",TRUE,FALSE,FALSE,218272979,"https://www.iucnredlist.org/species/218272979/207526336","Vipera ursinii","VU",207526336,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","VIPERIDAE","Vipera","ursinii","Europe","yes"
"2024",TRUE,FALSE,FALSE,53789650,"https://www.iucnredlist.org/species/53789650/207665793","Vipera graeca","EN",207665793,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","VIPERIDAE","Vipera","graeca","Mediterranean","yes"
"2024",TRUE,FALSE,FALSE,53789650,"https://www.iucnredlist.org/species/53789650/207665793","Vipera graeca","EN",207665793,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","VIPERIDAE","Vipera","graeca","Mediterranean","yes"
"2024",TRUE,FALSE,FALSE,53789650,"https://www.iucnredlist.org/species/53789650/207665793","Vipera graeca","EN",207665793,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","VIPERIDAE","Vipera","graeca","Mediterranean","yes"
"2024",TRUE,FALSE,FALSE,218296306,"https://www.iucnredlist.org/species/218296306/285673986","Xerotyphlops vermicularis","LC",285673986,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","TYPHLOPIDAE","Xerotyphlops","vermicularis","Europe","no"
"2024",TRUE,FALSE,FALSE,157251,"https://www.iucnredlist.org/species/157251/205719449","Zamenis hohenackeri","DD",205719449,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","COLUBRIDAE","Zamenis","hohenackeri","Europe","no"
"2009",FALSE,FALSE,FALSE,157251,"https://www.iucnredlist.org/species/157251/5060729","Zamenis hohenackeri","NE",5060729,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","COLUBRIDAE","Zamenis","hohenackeri","Europe","no"
"2024",TRUE,FALSE,FALSE,61595,"https://www.iucnredlist.org/species/61595/205824302","Zamenis lineatus","LC",205824302,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","COLUBRIDAE","Zamenis","lineatus","Mediterranean","yes"
"2024",TRUE,FALSE,FALSE,61595,"https://www.iucnredlist.org/species/61595/205824302","Zamenis lineatus","LC",205824302,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","COLUBRIDAE","Zamenis","lineatus","Mediterranean","yes"
"2024",TRUE,FALSE,FALSE,61595,"https://www.iucnredlist.org/species/61595/205824302","Zamenis lineatus","LC",205824302,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","COLUBRIDAE","Zamenis","lineatus","Mediterranean","yes"
"2009",FALSE,FALSE,FALSE,61595,"https://www.iucnredlist.org/species/61595/12505636","Zamenis lineatus","DD",12505636,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","COLUBRIDAE","Zamenis","lineatus","Europe","yes"
"2009",FALSE,FALSE,FALSE,61595,"https://www.iucnredlist.org/species/61595/12505636","Zamenis lineatus","DD",12505636,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","COLUBRIDAE","Zamenis","lineatus","Europe","yes"
"2024",TRUE,FALSE,FALSE,157266,"https://www.iucnredlist.org/species/157266/205826427","Zamenis longissimus","LC",205826427,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","COLUBRIDAE","Zamenis","longissimus","Europe","no"
"2009",FALSE,FALSE,FALSE,157266,"https://www.iucnredlist.org/species/157266/5065796","Zamenis longissimus","LC",5065796,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","COLUBRIDAE","Zamenis","longissimus","Europe","no"
"2024",TRUE,FALSE,FALSE,61444,"https://www.iucnredlist.org/species/61444/205825815","Zamenis situla","LC",205825815,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","COLUBRIDAE","Zamenis","situla","Europe","no"
"2009",FALSE,FALSE,FALSE,61444,"https://www.iucnredlist.org/species/61444/12485966","Zamenis situla","LC",12485966,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","COLUBRIDAE","Zamenis","situla","Europe","no"
"2024",TRUE,FALSE,FALSE,61565,"https://www.iucnredlist.org/species/61565/137857016","Zamenis scalaris","LC",137857016,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","COLUBRIDAE","Zamenis","scalaris","Europe","yes"
"2024",TRUE,FALSE,FALSE,61565,"https://www.iucnredlist.org/species/61565/137857016","Zamenis scalaris","LC",137857016,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","COLUBRIDAE","Zamenis","scalaris","Europe","yes"
"2009",FALSE,FALSE,FALSE,61565,"https://www.iucnredlist.org/species/61565/12516902","Zamenis scalaris","LC",12516902,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","COLUBRIDAE","Zamenis","scalaris","Europe","yes"
"2009",FALSE,FALSE,FALSE,61565,"https://www.iucnredlist.org/species/61565/12516902","Zamenis scalaris","LC",12516902,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","COLUBRIDAE","Zamenis","scalaris","Europe","yes"
"2006",FALSE,FALSE,FALSE,61565,"https://www.iucnredlist.org/species/61565/12517062","Zamenis scalaris","LC",12517062,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","COLUBRIDAE","Zamenis","scalaris","Europe","yes"
"2006",FALSE,FALSE,FALSE,61565,"https://www.iucnredlist.org/species/61565/12517062","Zamenis scalaris","LC",12517062,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","COLUBRIDAE","Zamenis","scalaris","Europe","yes"
"2024",TRUE,FALSE,FALSE,178591974,"https://www.iucnredlist.org/species/178591974/228179645","Alytes obstetricans","LC",228179645,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","ALYTIDAE","Alytes","obstetricans","Europe","yes"
"2024",TRUE,FALSE,FALSE,178591974,"https://www.iucnredlist.org/species/178591974/228179645","Alytes obstetricans","LC",228179645,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","ALYTIDAE","Alytes","obstetricans","Europe","yes"
"2022",FALSE,FALSE,FALSE,178591974,"https://www.iucnredlist.org/species/178591974/89699462","Alytes obstetricans","LC",89699462,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","ALYTIDAE","Alytes","obstetricans","Europe","yes"
"2022",FALSE,FALSE,FALSE,178591974,"https://www.iucnredlist.org/species/178591974/89699462","Alytes obstetricans","LC",89699462,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","ALYTIDAE","Alytes","obstetricans","Europe","yes"
"2024",TRUE,FALSE,FALSE,178592041,"https://www.iucnredlist.org/species/178592041/228179002","Alytes almogavarii","LC",228179002,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","ALYTIDAE","Alytes","almogavarii","Europe","yes"
"2024",TRUE,FALSE,FALSE,178592041,"https://www.iucnredlist.org/species/178592041/228179002","Alytes almogavarii","LC",228179002,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","ALYTIDAE","Alytes","almogavarii","Europe","yes"
"2022",FALSE,FALSE,FALSE,178592041,"https://www.iucnredlist.org/species/178592041/194374646","Alytes almogavarii","LC",194374646,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","ALYTIDAE","Alytes","almogavarii","Europe","yes"
"2022",FALSE,FALSE,FALSE,178592041,"https://www.iucnredlist.org/species/178592041/194374646","Alytes almogavarii","LC",194374646,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","ALYTIDAE","Alytes","almogavarii","Europe","yes"
"2024",TRUE,FALSE,FALSE,58565,"https://www.iucnredlist.org/species/58565/202022987","Aquarana catesbeianus","NA",202022987,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Aquarana ","catesbeianus","Europe","no"
"2009",FALSE,FALSE,FALSE,58565,"https://www.iucnredlist.org/species/58565/11786292","Aquarana catesbeianus","NA",11786292,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Aquarana ","catesbeianus","Europe","no"
"2024",TRUE,FALSE,FALSE,2865,"https://www.iucnredlist.org/species/2865/67862807","Bombina bombina","LC",67862807,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","BOMBINATORIDAE","Bombina","bombina","Europe","no"
