"year_published","latest","possibly_extinct","possibly_extinct_in_the_wild","sis_taxon_id","url","taxon_scientific_name","red_list_category_code","assessment_id","kingdom","phylum","class","order","family","genus","species","scope_description","endemic"
"2024",TRUE,FALSE,FALSE,61506,"https://www.iucnredlist.org/species/61506/137850850","Gallotia stehlini","CR",137850850,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Gallotia","stehlini","Europe","yes"
"2024",TRUE,FALSE,FALSE,61506,"https://www.iucnredlist.org/species/61506/137850850","Gallotia stehlini","CR",137850850,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Gallotia","stehlini","Europe","yes"
"2009",FALSE,FALSE,FALSE,61506,"https://www.iucnredlist.org/species/61506/12494509","Gallotia stehlini","LC",12494509,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Gallotia","stehlini","Europe","yes"
"2009",FALSE,FALSE,FALSE,61506,"https://www.iucnredlist.org/species/61506/12494509","Gallotia stehlini","LC",12494509,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Gallotia","stehlini","Europe","yes"
"2006",FALSE,FALSE,FALSE,61506,"https://www.iucnredlist.org/species/61506/12494608","Gallotia stehlini","LC",12494608,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Gallotia","stehlini","Europe","yes"
"2006",FALSE,FALSE,FALSE,61506,"https://www.iucnredlist.org/species/61506/12494608","Gallotia stehlini","LC",12494608,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Gallotia","stehlini","Europe","yes"
"2009",TRUE,FALSE,FALSE,157282,"https://www.iucnredlist.org/species/157282/5069394","Gloydius halys","NA",5069394,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","VIPERIDAE","Gloydius","halys","Europe","no"
"2024",TRUE,FALSE,FALSE,61523,"https://www.iucnredlist.org/species/61523/137852588","Hellenolacerta graeca","LC",137852588,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Hellenolacerta","graeca","Mediterranean","yes"
"2024",TRUE,FALSE,FALSE,61523,"https://www.iucnredlist.org/species/61523/137852588","Hellenolacerta graeca","LC",137852588,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Hellenolacerta","graeca","Mediterranean","yes"
"2024",TRUE,FALSE,FALSE,61523,"https://www.iucnredlist.org/species/61523/137852588","Hellenolacerta graeca","LC",137852588,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Hellenolacerta","graeca","Mediterranean","yes"
"2009",FALSE,FALSE,FALSE,61523,"https://www.iucnredlist.org/species/61523/12502676","Hellenolacerta graeca","NT",12502676,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Hellenolacerta","graeca","Europe","yes"
"2009",FALSE,FALSE,FALSE,61523,"https://www.iucnredlist.org/species/61523/12502676","Hellenolacerta graeca","NT",12502676,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Hellenolacerta","graeca","Europe","yes"
"2006",FALSE,FALSE,FALSE,61523,"https://www.iucnredlist.org/species/61523/12502822","Hellenolacerta graeca","NT",12502822,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Hellenolacerta","graeca","Europe","yes"
"2006",FALSE,FALSE,FALSE,61523,"https://www.iucnredlist.org/species/61523/12502822","Hellenolacerta graeca","NT",12502822,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Hellenolacerta","graeca","Europe","yes"
"2024",TRUE,FALSE,FALSE,157261,"https://www.iucnredlist.org/species/157261/205698798","Hemidactylus turcicus","LC",205698798,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","GEKKONIDAE","Hemidactylus","turcicus","Europe","no"
"2009",FALSE,FALSE,FALSE,157261,"https://www.iucnredlist.org/species/157261/5064219","Hemidactylus turcicus","LC",5064219,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","GEKKONIDAE","Hemidactylus","turcicus","Europe","no"
"2024",TRUE,FALSE,FALSE,61509,"https://www.iucnredlist.org/species/61509/207643905","Hemorrhois hippocrepis","LC",207643905,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","COLUBRIDAE","Hemorrhois","hippocrepis","Europe","no"
"2009",FALSE,FALSE,FALSE,61509,"https://www.iucnredlist.org/species/61509/12495724","Hemorrhois hippocrepis","LC",12495724,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","COLUBRIDAE","Hemorrhois","hippocrepis","Europe","no"
"2024",TRUE,FALSE,FALSE,157270,"https://www.iucnredlist.org/species/157270/244574857","Hemorrhois nummifer","LC",244574857,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","COLUBRIDAE","Hemorrhois","nummifer","Europe","no"
"2009",FALSE,FALSE,FALSE,157270,"https://www.iucnredlist.org/species/157270/5066723","Hemorrhois nummifer","LC",5066723,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","COLUBRIDAE","Hemorrhois","nummifer","Europe","no"
"2024",TRUE,FALSE,FALSE,157285,"https://www.iucnredlist.org/species/157285/207644599","Hemorrhois ravergieri","NA",207644599,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","COLUBRIDAE","Hemorrhois","ravergieri","Europe","no"
"2009",FALSE,FALSE,FALSE,157285,"https://www.iucnredlist.org/species/157285/5070367","Hemorrhois ravergieri","NA",5070367,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","COLUBRIDAE","Hemorrhois","ravergieri","Europe","no"
"2024",TRUE,FALSE,FALSE,183197,"https://www.iucnredlist.org/species/183197/204877224","Hemorrhois algirus","NA",204877224,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","COLUBRIDAE","Hemorrhois","algirus","Europe","no"
"2024",TRUE,FALSE,FALSE,157291,"https://www.iucnredlist.org/species/157291/207664181","Heremites auratus","LC",207664181,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","SCINCIDAE","Heremites","auratus","Europe","no"
"2009",FALSE,FALSE,FALSE,157291,"https://www.iucnredlist.org/species/157291/5072372","Heremites auratus","NA",5072372,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","SCINCIDAE","Heremites","auratus","Europe","no"
"2017",FALSE,FALSE,FALSE,157291,"https://www.iucnredlist.org/species/157291/120690374","Heremites auratus","NA",120690374,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","SCINCIDAE","Heremites","auratus","Europe","no"
"2024",TRUE,FALSE,FALSE,61586,"https://www.iucnredlist.org/species/61586/207991230","Heremites vittatus","LC",207991230,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","SCINCIDAE","Heremites","vittatus","Europe","no"
"2017",FALSE,FALSE,FALSE,61586,"https://www.iucnredlist.org/species/61586/120691831","Heremites vittatus","LC",120691831,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","SCINCIDAE","Heremites","vittatus","Europe","no"
"2009",FALSE,FALSE,FALSE,61586,"https://www.iucnredlist.org/species/61586/12500868","Heremites vittatus","LC",12500868,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","SCINCIDAE","Heremites","vittatus","Europe","no"
"2024",TRUE,FALSE,FALSE,61443,"https://www.iucnredlist.org/species/61443/137844254","Hierophis cypriensis","NT",137844254,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","COLUBRIDAE","Hierophis","cypriensis","Mediterranean","yes"
"2024",TRUE,FALSE,FALSE,61443,"https://www.iucnredlist.org/species/61443/137844254","Hierophis cypriensis","NT",137844254,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","COLUBRIDAE","Hierophis","cypriensis","Mediterranean","yes"
"2024",TRUE,FALSE,FALSE,61443,"https://www.iucnredlist.org/species/61443/137844254","Hierophis cypriensis","NT",137844254,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","COLUBRIDAE","Hierophis","cypriensis","Mediterranean","yes"
"2009",FALSE,FALSE,FALSE,61443,"https://www.iucnredlist.org/species/61443/12485322","Hierophis cypriensis","EN",12485322,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","COLUBRIDAE","Hierophis","cypriensis","Europe","yes"
"2009",FALSE,FALSE,FALSE,61443,"https://www.iucnredlist.org/species/61443/12485322","Hierophis cypriensis","EN",12485322,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","COLUBRIDAE","Hierophis","cypriensis","Europe","yes"
"2006",FALSE,FALSE,FALSE,61443,"https://www.iucnredlist.org/species/61443/12485461","Hierophis cypriensis","EN",12485461,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","COLUBRIDAE","Hierophis","cypriensis","Europe","yes"
"2006",FALSE,FALSE,FALSE,61443,"https://www.iucnredlist.org/species/61443/12485461","Hierophis cypriensis","EN",12485461,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","COLUBRIDAE","Hierophis","cypriensis","Europe","yes"
"1996",FALSE,FALSE,FALSE,61443,"https://www.iucnredlist.org/species/61443/12485278","Hierophis cypriensis","EN",12485278,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","COLUBRIDAE","Hierophis","cypriensis","Europe","yes"
"1996",FALSE,FALSE,FALSE,61443,"https://www.iucnredlist.org/species/61443/12485278","Hierophis cypriensis","EN",12485278,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","COLUBRIDAE","Hierophis","cypriensis","Europe","yes"
"1996",FALSE,FALSE,FALSE,61443,"https://www.iucnredlist.org/species/61443/12485600","Hierophis cypriensis","EN",12485600,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","COLUBRIDAE","Hierophis","cypriensis","Europe","yes"
"1996",FALSE,FALSE,FALSE,61443,"https://www.iucnredlist.org/species/61443/12485600","Hierophis cypriensis","EN",12485600,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","COLUBRIDAE","Hierophis","cypriensis","Europe","yes"
"1994",FALSE,FALSE,FALSE,61443,"https://www.iucnredlist.org/species/61443/12485579","Hierophis cypriensis","VU",12485579,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","COLUBRIDAE","Hierophis","cypriensis","Europe","yes"
"1994",FALSE,FALSE,FALSE,61443,"https://www.iucnredlist.org/species/61443/12485579","Hierophis cypriensis","VU",12485579,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","COLUBRIDAE","Hierophis","cypriensis","Europe","yes"
"1990",FALSE,FALSE,FALSE,61443,"https://www.iucnredlist.org/species/61443/12485301","Hierophis cypriensis","VU",12485301,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","COLUBRIDAE","Hierophis","cypriensis","Europe","yes"
"1990",FALSE,FALSE,FALSE,61443,"https://www.iucnredlist.org/species/61443/12485301","Hierophis cypriensis","VU",12485301,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","COLUBRIDAE","Hierophis","cypriensis","Europe","yes"
"2024",TRUE,FALSE,FALSE,61510,"https://www.iucnredlist.org/species/61510/137851210","Hierophis gemonensis","LC",137851210,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","COLUBRIDAE","Hierophis","gemonensis","Europe","yes"
"2024",TRUE,FALSE,FALSE,61510,"https://www.iucnredlist.org/species/61510/137851210","Hierophis gemonensis","LC",137851210,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","COLUBRIDAE","Hierophis","gemonensis","Europe","yes"
"2009",FALSE,FALSE,FALSE,61510,"https://www.iucnredlist.org/species/61510/12496555","Hierophis gemonensis","LC",12496555,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","COLUBRIDAE","Hierophis","gemonensis","Europe","yes"
"2009",FALSE,FALSE,FALSE,61510,"https://www.iucnredlist.org/species/61510/12496555","Hierophis gemonensis","LC",12496555,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","COLUBRIDAE","Hierophis","gemonensis","Europe","yes"
"2006",FALSE,FALSE,FALSE,61510,"https://www.iucnredlist.org/species/61510/12496739","Hierophis gemonensis","LC",12496739,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","COLUBRIDAE","Hierophis","gemonensis","Europe","yes"
"2006",FALSE,FALSE,FALSE,61510,"https://www.iucnredlist.org/species/61510/12496739","Hierophis gemonensis","LC",12496739,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","COLUBRIDAE","Hierophis","gemonensis","Europe","yes"
"2024",TRUE,FALSE,FALSE,61449,"https://www.iucnredlist.org/species/61449/137844938","Hierophis viridiflavus","LC",137844938,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","COLUBRIDAE","Hierophis","viridiflavus","Europe","yes"
"2024",TRUE,FALSE,FALSE,61449,"https://www.iucnredlist.org/species/61449/137844938","Hierophis viridiflavus","LC",137844938,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","COLUBRIDAE","Hierophis","viridiflavus","Europe","yes"
"2009",FALSE,FALSE,FALSE,61449,"https://www.iucnredlist.org/species/61449/86246670","Hierophis viridiflavus","LC",86246670,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","COLUBRIDAE","Hierophis","viridiflavus","Europe","yes"
"2009",FALSE,FALSE,FALSE,61449,"https://www.iucnredlist.org/species/61449/86246670","Hierophis viridiflavus","LC",86246670,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","COLUBRIDAE","Hierophis","viridiflavus","Europe","yes"
"2009",FALSE,FALSE,FALSE,61449,"https://www.iucnredlist.org/species/61449/12487580","Hierophis viridiflavus","LC",12487580,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","COLUBRIDAE","Hierophis","viridiflavus","Europe","yes"
"2009",FALSE,FALSE,FALSE,61449,"https://www.iucnredlist.org/species/61449/12487580","Hierophis viridiflavus","LC",12487580,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","COLUBRIDAE","Hierophis","viridiflavus","Europe","yes"
"2006",FALSE,FALSE,FALSE,61449,"https://www.iucnredlist.org/species/61449/12487740","Hierophis viridiflavus","LC",12487740,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","COLUBRIDAE","Hierophis","viridiflavus","Europe","yes"
"2006",FALSE,FALSE,FALSE,61449,"https://www.iucnredlist.org/species/61449/12487740","Hierophis viridiflavus","LC",12487740,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","COLUBRIDAE","Hierophis","viridiflavus","Europe","yes"
"2024",TRUE,FALSE,FALSE,61512,"https://www.iucnredlist.org/species/61512/137851481","Iberolacerta aranica","NT",137851481,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Iberolacerta","aranica","Europe","yes"
"2024",TRUE,FALSE,FALSE,61512,"https://www.iucnredlist.org/species/61512/137851481","Iberolacerta aranica","NT",137851481,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Iberolacerta","aranica","Europe","yes"
"2009",FALSE,FALSE,FALSE,61512,"https://www.iucnredlist.org/species/61512/12497171","Iberolacerta aranica","EN",12497171,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Iberolacerta","aranica","Europe","yes"
"2009",FALSE,FALSE,FALSE,61512,"https://www.iucnredlist.org/species/61512/12497171","Iberolacerta aranica","EN",12497171,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Iberolacerta","aranica","Europe","yes"
"2009",FALSE,FALSE,FALSE,61512,"https://www.iucnredlist.org/species/61512/84674971","Iberolacerta aranica","EN",84674971,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Iberolacerta","aranica","Europe","yes"
"2009",FALSE,FALSE,FALSE,61512,"https://www.iucnredlist.org/species/61512/84674971","Iberolacerta aranica","EN",84674971,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Iberolacerta","aranica","Europe","yes"
"2006",FALSE,FALSE,FALSE,61512,"https://www.iucnredlist.org/species/61512/12497373","Iberolacerta aranica","CR",12497373,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Iberolacerta","aranica","Europe","yes"
"2006",FALSE,FALSE,FALSE,61512,"https://www.iucnredlist.org/species/61512/12497373","Iberolacerta aranica","CR",12497373,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Iberolacerta","aranica","Europe","yes"
"2024",TRUE,FALSE,FALSE,61513,"https://www.iucnredlist.org/species/61513/137851611","Iberolacerta aurelioi","EN",137851611,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Iberolacerta","aurelioi","Europe","yes"
"2024",TRUE,FALSE,FALSE,61513,"https://www.iucnredlist.org/species/61513/137851611","Iberolacerta aurelioi","EN",137851611,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Iberolacerta","aurelioi","Europe","yes"
"2009",FALSE,FALSE,FALSE,61513,"https://www.iucnredlist.org/species/61513/12497596","Iberolacerta aurelioi","EN",12497596,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Iberolacerta","aurelioi","Europe","yes"
"2009",FALSE,FALSE,FALSE,61513,"https://www.iucnredlist.org/species/61513/12497596","Iberolacerta aurelioi","EN",12497596,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Iberolacerta","aurelioi","Europe","yes"
"2006",FALSE,FALSE,FALSE,61513,"https://www.iucnredlist.org/species/61513/12497789","Iberolacerta aurelioi","EN",12497789,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Iberolacerta","aurelioi","Europe","yes"
"2006",FALSE,FALSE,FALSE,61513,"https://www.iucnredlist.org/species/61513/12497789","Iberolacerta aurelioi","EN",12497789,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Iberolacerta","aurelioi","Europe","yes"
"2024",TRUE,FALSE,FALSE,61447,"https://www.iucnredlist.org/species/61447/137844814","Iberolacerta bonnali","NT",137844814,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Iberolacerta","bonnali","Europe","yes"
"2024",TRUE,FALSE,FALSE,61447,"https://www.iucnredlist.org/species/61447/137844814","Iberolacerta bonnali","NT",137844814,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Iberolacerta","bonnali","Europe","yes"
"2009",FALSE,FALSE,FALSE,61447,"https://www.iucnredlist.org/species/61447/12486917","Iberolacerta bonnali","NT",12486917,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Iberolacerta","bonnali","Europe","yes"
"2009",FALSE,FALSE,FALSE,61447,"https://www.iucnredlist.org/species/61447/12486917","Iberolacerta bonnali","NT",12486917,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Iberolacerta","bonnali","Europe","yes"
"2006",FALSE,FALSE,FALSE,61447,"https://www.iucnredlist.org/species/61447/12487095","Iberolacerta bonnali","NT",12487095,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Iberolacerta","bonnali","Europe","yes"
"2006",FALSE,FALSE,FALSE,61447,"https://www.iucnredlist.org/species/61447/12487095","Iberolacerta bonnali","NT",12487095,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Iberolacerta","bonnali","Europe","yes"
"1996",FALSE,FALSE,FALSE,61447,"https://www.iucnredlist.org/species/61447/12486875","Iberolacerta bonnali","VU",12486875,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Iberolacerta","bonnali","Europe","yes"
"1996",FALSE,FALSE,FALSE,61447,"https://www.iucnredlist.org/species/61447/12486875","Iberolacerta bonnali","VU",12486875,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Iberolacerta","bonnali","Europe","yes"
"1996",FALSE,FALSE,FALSE,61447,"https://www.iucnredlist.org/species/61447/12486896","Iberolacerta bonnali","VU",12486896,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Iberolacerta","bonnali","Europe","yes"
"1996",FALSE,FALSE,FALSE,61447,"https://www.iucnredlist.org/species/61447/12486896","Iberolacerta bonnali","VU",12486896,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Iberolacerta","bonnali","Europe","yes"
"2024",TRUE,FALSE,FALSE,61514,"https://www.iucnredlist.org/species/61514/137851751","Iberolacerta cyreni","LC",137851751,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Iberolacerta","cyreni","Mediterranean","yes"
"2024",TRUE,FALSE,FALSE,61514,"https://www.iucnredlist.org/species/61514/137851751","Iberolacerta cyreni","LC",137851751,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Iberolacerta","cyreni","Mediterranean","yes"
"2024",TRUE,FALSE,FALSE,61514,"https://www.iucnredlist.org/species/61514/137851751","Iberolacerta cyreni","LC",137851751,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Iberolacerta","cyreni","Mediterranean","yes"
"2009",FALSE,FALSE,FALSE,61514,"https://www.iucnredlist.org/species/61514/12498292","Iberolacerta cyreni","EN",12498292,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Iberolacerta","cyreni","Europe","yes"
"2009",FALSE,FALSE,FALSE,61514,"https://www.iucnredlist.org/species/61514/12498292","Iberolacerta cyreni","EN",12498292,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Iberolacerta","cyreni","Europe","yes"
"2006",FALSE,FALSE,FALSE,61514,"https://www.iucnredlist.org/species/61514/12498457","Iberolacerta cyreni","EN",12498457,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Iberolacerta","cyreni","Europe","yes"
"2006",FALSE,FALSE,FALSE,61514,"https://www.iucnredlist.org/species/61514/12498457","Iberolacerta cyreni","EN",12498457,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Iberolacerta","cyreni","Europe","yes"
"2024",TRUE,FALSE,FALSE,157271,"https://www.iucnredlist.org/species/157271/207651727","Iberolacerta galani","NT",207651727,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Iberolacerta","galani","Mediterranean","yes"
"2024",TRUE,FALSE,FALSE,157271,"https://www.iucnredlist.org/species/157271/207651727","Iberolacerta galani","NT",207651727,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Iberolacerta","galani","Mediterranean","yes"
"2024",TRUE,FALSE,FALSE,157271,"https://www.iucnredlist.org/species/157271/207651727","Iberolacerta galani","NT",207651727,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Iberolacerta","galani","Mediterranean","yes"
"2009",FALSE,FALSE,FALSE,157271,"https://www.iucnredlist.org/species/157271/5066930","Iberolacerta galani","NT",5066930,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Iberolacerta","galani","Europe","yes"
"2009",FALSE,FALSE,FALSE,157271,"https://www.iucnredlist.org/species/157271/5066930","Iberolacerta galani","NT",5066930,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Iberolacerta","galani","Europe","yes"
"2024",TRUE,FALSE,FALSE,61515,"https://www.iucnredlist.org/species/61515/137851859","Iberolacerta horvathi","LC",137851859,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Iberolacerta","horvathi","Europe","yes"
"2024",TRUE,FALSE,FALSE,61515,"https://www.iucnredlist.org/species/61515/137851859","Iberolacerta horvathi","LC",137851859,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Iberolacerta","horvathi","Europe","yes"
"2009",FALSE,FALSE,FALSE,61515,"https://www.iucnredlist.org/species/61515/87533181","Iberolacerta horvathi","NT",87533181,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Iberolacerta","horvathi","Europe","yes"
"2009",FALSE,FALSE,FALSE,61515,"https://www.iucnredlist.org/species/61515/87533181","Iberolacerta horvathi","NT",87533181,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Iberolacerta","horvathi","Europe","yes"
"2009",FALSE,FALSE,FALSE,61515,"https://www.iucnredlist.org/species/61515/12498717","Iberolacerta horvathi","NT",12498717,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Iberolacerta","horvathi","Europe","yes"
"2009",FALSE,FALSE,FALSE,61515,"https://www.iucnredlist.org/species/61515/12498717","Iberolacerta horvathi","NT",12498717,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Iberolacerta","horvathi","Europe","yes"
"2006",FALSE,FALSE,FALSE,61515,"https://www.iucnredlist.org/species/61515/12498843","Iberolacerta horvathi","NT",12498843,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Iberolacerta","horvathi","Europe","yes"
"2006",FALSE,FALSE,FALSE,61515,"https://www.iucnredlist.org/species/61515/12498843","Iberolacerta horvathi","NT",12498843,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Iberolacerta","horvathi","Europe","yes"
"2024",TRUE,FALSE,FALSE,61516,"https://www.iucnredlist.org/species/61516/137851947","Iberolacerta martinezricai","EN",137851947,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Iberolacerta","martinezricai","Mediterranean","yes"
"2024",TRUE,FALSE,FALSE,61516,"https://www.iucnredlist.org/species/61516/137851947","Iberolacerta martinezricai","EN",137851947,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Iberolacerta","martinezricai","Mediterranean","yes"
"2024",TRUE,FALSE,FALSE,61516,"https://www.iucnredlist.org/species/61516/137851947","Iberolacerta martinezricai","EN",137851947,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Iberolacerta","martinezricai","Mediterranean","yes"
"2009",FALSE,FALSE,FALSE,61516,"https://www.iucnredlist.org/species/61516/12499291","Iberolacerta martinezricai","CR",12499291,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Iberolacerta","martinezricai","Europe","yes"
"2009",FALSE,FALSE,FALSE,61516,"https://www.iucnredlist.org/species/61516/12499291","Iberolacerta martinezricai","CR",12499291,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Iberolacerta","martinezricai","Europe","yes"
"2006",FALSE,FALSE,FALSE,61516,"https://www.iucnredlist.org/species/61516/12499472","Iberolacerta martinezricai","CR",12499472,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Iberolacerta","martinezricai","Europe","yes"
"2006",FALSE,FALSE,FALSE,61516,"https://www.iucnredlist.org/species/61516/12499472","Iberolacerta martinezricai","CR",12499472,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Iberolacerta","martinezricai","Europe","yes"
"2024",TRUE,FALSE,FALSE,61448,"https://www.iucnredlist.org/species/61448/207652191","Iberolacerta monticola","LC",207652191,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Iberolacerta","monticola","Europe","yes"
"2024",TRUE,FALSE,FALSE,61448,"https://www.iucnredlist.org/species/61448/207652191","Iberolacerta monticola","LC",207652191,"ANIMALIA","CHORDATA","REPTILIA","SQUAMATA","LACERTIDAE","Iberolacerta","monticola","Europe","yes"
