,year_published,latest,possibly_extinct,possibly_extinct_in_the_wild,sis_taxon_id,url,taxon_scientific_name,red_list_category_code,assessment_id,genus,species,scope_description
174,2009,FALSE,FALSE,FALSE,61446,https://www.iucnredlist.org/species/61446/12486680,Euleptes europaea,NT,12486680,Euleptes,europaea,Europe
175,2009,TRUE,FALSE,FALSE,61446,https://www.iucnredlist.org/species/61446/12486542,Euleptes europaea,NT,12486542,Euleptes,europaea,Global
176,2006,FALSE,FALSE,FALSE,61446,https://www.iucnredlist.org/species/61446/12486410,Euleptes europaea,NT,12486410,Euleptes,europaea,Global
177,1996,FALSE,FALSE,FALSE,61446,https://www.iucnredlist.org/species/61446/12486521,Euleptes europaea,VU,12486521,Euleptes,europaea,Global
178,1996,FALSE,FALSE,FALSE,61446,https://www.iucnredlist.org/species/61446/12486808,Euleptes europaea,VU,12486808,Euleptes,europaea,Global
179,1994,FALSE,FALSE,FALSE,61446,https://www.iucnredlist.org/species/61446/12486850,Euleptes europaea,V,12486850,Euleptes,europaea,Global
180,1990,FALSE,FALSE,FALSE,61446,https://www.iucnredlist.org/species/61446/12486829,Euleptes europaea,R,12486829,Euleptes,europaea,Global
181,2024,TRUE,FALSE,FALSE,157261,https://www.iucnredlist.org/species/157261/205698798,Hemidactylus turcicus,LC,205698798,Hemidactylus,turcicus,Europe
182,2009,FALSE,FALSE,FALSE,157261,https://www.iucnredlist.org/species/157261/5064219,Hemidactylus turcicus,LC,5064219,Hemidactylus,turcicus,Europe
183,2009,TRUE,FALSE,FALSE,157261,https://www.iucnredlist.org/species/157261/5063993,Hemidactylus turcicus,LC,5063993,Hemidactylus,turcicus,Global
184,2024,TRUE,FALSE,FALSE,61569,https://www.iucnredlist.org/species/61569/207991058,Saurodactylus mauritanicus,NA,207991058,Saurodactylus,mauritanicus,Europe
185,2009,FALSE,FALSE,FALSE,61569,https://www.iucnredlist.org/species/61569/12517757,Saurodactylus mauritanicus,NA,12517757,Saurodactylus,mauritanicus,Europe
186,2009,TRUE,FALSE,FALSE,61569,https://www.iucnredlist.org/species/61569/12517583,Saurodactylus mauritanicus,LC,12517583,Saurodactylus,mauritanicus,Global
187,2006,FALSE,FALSE,FALSE,61569,https://www.iucnredlist.org/species/61569/12517464,Saurodactylus mauritanicus,LC,12517464,Saurodactylus,mauritanicus,Global
188,2024,TRUE,FALSE,FALSE,61572,https://www.iucnredlist.org/species/61572/137857659,Tarentola angustimentalis,LC,137857659,Tarentola,angustimentalis,Global; Europe
189,2024,TRUE,FALSE,FALSE,61572,https://www.iucnredlist.org/species/61572/137857659,Tarentola angustimentalis,LC,137857659,Tarentola,angustimentalis,Global; Europe
190,2009,FALSE,FALSE,FALSE,61572,https://www.iucnredlist.org/species/61572/12518158,Tarentola angustimentalis,LC,12518158,Tarentola,angustimentalis,Global; Europe
191,2009,FALSE,FALSE,FALSE,61572,https://www.iucnredlist.org/species/61572/12518158,Tarentola angustimentalis,LC,12518158,Tarentola,angustimentalis,Global; Europe
192,2006,FALSE,FALSE,FALSE,61572,https://www.iucnredlist.org/species/61572/12518259,Tarentola angustimentalis,LC,12518259,Tarentola,angustimentalis,Global; Europe
193,2006,FALSE,FALSE,FALSE,61572,https://www.iucnredlist.org/species/61572/12518259,Tarentola angustimentalis,LC,12518259,Tarentola,angustimentalis,Global; Europe
194,2024,TRUE,FALSE,FALSE,61574,https://www.iucnredlist.org/species/61574/137857741,Tarentola boettgeri,LC,137857741,Tarentola,boettgeri,Global; Europe
195,2024,TRUE,FALSE,FALSE,61574,https://www.iucnredlist.org/species/61574/137857741,Tarentola boettgeri,LC,137857741,Tarentola,boettgeri,Global; Europe
196,2009,FALSE,FALSE,FALSE,61574,https://www.iucnredlist.org/species/61574/12494311,Tarentola boettgeri,LC,12494311,Tarentola,boettgeri,Global; Europe
197,2009,FALSE,FALSE,FALSE,61574,https://www.iucnredlist.org/species/61574/12494311,Tarentola boettgeri,LC,12494311,Tarentola,boettgeri,Global; Europe
198,2006,FALSE,FALSE,FALSE,61574,https://www.iucnredlist.org/species/61574/12494418,Tarentola boettgeri,LC,12494418,Tarentola,boettgeri,Global; Europe
199,2006,FALSE,FALSE,FALSE,61574,https://www.iucnredlist.org/species/61574/12494418,Tarentola boettgeri,LC,12494418,Tarentola,boettgeri,Global; Europe
200,2024,TRUE,FALSE,FALSE,61575,https://www.iucnredlist.org/species/61575/137857823,Tarentola delalandii,LC,137857823,Tarentola,delalandii,Global; Europe
201,2024,TRUE,FALSE,FALSE,61575,https://www.iucnredlist.org/species/61575/137857823,Tarentola delalandii,LC,137857823,Tarentola,delalandii,Global; Europe
202,2009,FALSE,FALSE,FALSE,61575,https://www.iucnredlist.org/species/61575/12494692,Tarentola delalandii,LC,12494692,Tarentola,delalandii,Global; Europe
203,2009,FALSE,FALSE,FALSE,61575,https://www.iucnredlist.org/species/61575/12494692,Tarentola delalandii,LC,12494692,Tarentola,delalandii,Global; Europe
204,2006,FALSE,FALSE,FALSE,61575,https://www.iucnredlist.org/species/61575/12494797,Tarentola delalandii,LC,12494797,Tarentola,delalandii,Global; Europe
205,2006,FALSE,FALSE,FALSE,61575,https://www.iucnredlist.org/species/61575/12494797,Tarentola delalandii,LC,12494797,Tarentola,delalandii,Global; Europe
206,2024,TRUE,FALSE,FALSE,61577,https://www.iucnredlist.org/species/61577/137857989,Tarentola gomerensis,LC,137857989,Tarentola,gomerensis,Global; Europe
207,2024,TRUE,FALSE,FALSE,61577,https://www.iucnredlist.org/species/61577/137857989,Tarentola gomerensis,LC,137857989,Tarentola,gomerensis,Global; Europe
208,2009,FALSE,FALSE,FALSE,61577,https://www.iucnredlist.org/species/61577/12495165,Tarentola gomerensis,LC,12495165,Tarentola,gomerensis,Global; Europe
209,2009,FALSE,FALSE,FALSE,61577,https://www.iucnredlist.org/species/61577/12495165,Tarentola gomerensis,LC,12495165,Tarentola,gomerensis,Global; Europe
210,2006,FALSE,FALSE,FALSE,61577,https://www.iucnredlist.org/species/61577/12495268,Tarentola gomerensis,LC,12495268,Tarentola,gomerensis,Global; Europe
211,2006,FALSE,FALSE,FALSE,61577,https://www.iucnredlist.org/species/61577/12495268,Tarentola gomerensis,LC,12495268,Tarentola,gomerensis,Global; Europe
212,2024,TRUE,FALSE,FALSE,61578,https://www.iucnredlist.org/species/61578/207660692,Tarentola mauritanica,LC,207660692,Tarentola,mauritanica,Europe
213,2017,TRUE,FALSE,FALSE,61578,https://www.iucnredlist.org/species/61578/63716927,Tarentola mauritanica,LC,63716927,Tarentola,mauritanica,Global
214,2009,FALSE,FALSE,FALSE,61578,https://www.iucnredlist.org/species/61578/12496350,Tarentola mauritanica,LC,12496350,Tarentola,mauritanica,Europe
215,2009,FALSE,FALSE,FALSE,61578,https://www.iucnredlist.org/species/61578/12496137,Tarentola mauritanica,LC,12496137,Tarentola,mauritanica,Global
216,2006,FALSE,FALSE,FALSE,61578,https://www.iucnredlist.org/species/61578/12495955,Tarentola mauritanica,LC,12495955,Tarentola,mauritanica,Global
217,2024,TRUE,FALSE,FALSE,61456,https://www.iucnredlist.org/species/61456/207646900,Acanthodactylus erythrurus,LC,207646900,Acanthodactylus,erythrurus,Europe
218,2009,FALSE,FALSE,FALSE,61456,https://www.iucnredlist.org/species/61456/12470645,Acanthodactylus erythrurus,LC,12470645,Acanthodactylus,erythrurus,Europe
219,2009,TRUE,FALSE,FALSE,61456,https://www.iucnredlist.org/species/61456/12470495,Acanthodactylus erythrurus,LC,12470495,Acanthodactylus,erythrurus,Global
220,2006,FALSE,FALSE,FALSE,61456,https://www.iucnredlist.org/species/61456/12470373,Acanthodactylus erythrurus,LC,12470373,Acanthodactylus,erythrurus,Global
221,2024,TRUE,FALSE,FALSE,222350753,https://www.iucnredlist.org/species/222350753/207990075,Acanthodactylus schreiberi,LC,207990075,Acanthodactylus,schreiberi,Global; Europe; Mediterranean
222,2024,TRUE,FALSE,FALSE,222350753,https://www.iucnredlist.org/species/222350753/207990075,Acanthodactylus schreiberi,LC,207990075,Acanthodactylus,schreiberi,Global; Europe; Mediterranean
223,2024,TRUE,FALSE,FALSE,222350753,https://www.iucnredlist.org/species/222350753/207990075,Acanthodactylus schreiberi,LC,207990075,Acanthodactylus,schreiberi,Global; Europe; Mediterranean
224,2024,TRUE,FALSE,FALSE,61464,https://www.iucnredlist.org/species/61464/137846377,Algyroides fitzingeri,LC,137846377,Algyroides,fitzingeri,Global; Europe; Mediterranean
225,2024,TRUE,FALSE,FALSE,61464,https://www.iucnredlist.org/species/61464/137846377,Algyroides fitzingeri,LC,137846377,Algyroides,fitzingeri,Global; Europe; Mediterranean
226,2024,TRUE,FALSE,FALSE,61464,https://www.iucnredlist.org/species/61464/137846377,Algyroides fitzingeri,LC,137846377,Algyroides,fitzingeri,Global; Europe; Mediterranean
227,2009,FALSE,FALSE,FALSE,61464,https://www.iucnredlist.org/species/61464/12489532,Algyroides fitzingeri,LC,12489532,Algyroides,fitzingeri,Global; Europe
228,2009,FALSE,FALSE,FALSE,61464,https://www.iucnredlist.org/species/61464/12489532,Algyroides fitzingeri,LC,12489532,Algyroides,fitzingeri,Global; Europe
229,2006,FALSE,FALSE,FALSE,61464,https://www.iucnredlist.org/species/61464/12489658,Algyroides fitzingeri,LC,12489658,Algyroides,fitzingeri,Global; Europe
230,2006,FALSE,FALSE,FALSE,61464,https://www.iucnredlist.org/species/61464/12489658,Algyroides fitzingeri,LC,12489658,Algyroides,fitzingeri,Global; Europe
231,2024,TRUE,FALSE,FALSE,840,https://www.iucnredlist.org/species/840/137842545,Algyroides marchi,EN,137842545,Algyroides,marchi,Global; Europe; Mediterranean
232,2024,TRUE,FALSE,FALSE,840,https://www.iucnredlist.org/species/840/137842545,Algyroides marchi,EN,137842545,Algyroides,marchi,Global; Europe; Mediterranean
233,2024,TRUE,FALSE,FALSE,840,https://www.iucnredlist.org/species/840/137842545,Algyroides marchi,EN,137842545,Algyroides,marchi,Global; Europe; Mediterranean
234,2009,FALSE,FALSE,FALSE,840,https://www.iucnredlist.org/species/840/13082975,Algyroides marchi,EN,13082975,Algyroides,marchi,Global; Europe
235,2009,FALSE,FALSE,FALSE,840,https://www.iucnredlist.org/species/840/13082975,Algyroides marchi,EN,13082975,Algyroides,marchi,Global; Europe
236,2006,FALSE,FALSE,FALSE,840,https://www.iucnredlist.org/species/840/13083101,Algyroides marchi,EN,13083101,Algyroides,marchi,Global; Europe
237,2006,FALSE,FALSE,FALSE,840,https://www.iucnredlist.org/species/840/13083101,Algyroides marchi,EN,13083101,Algyroides,marchi,Global; Europe
238,1996,FALSE,FALSE,FALSE,840,https://www.iucnredlist.org/species/840/13082954,Algyroides marchi,VU,13082954,Algyroides,marchi,Global; Europe
239,1996,FALSE,FALSE,FALSE,840,https://www.iucnredlist.org/species/840/13082954,Algyroides marchi,VU,13082954,Algyroides,marchi,Global; Europe
240,2024,TRUE,FALSE,FALSE,61465,https://www.iucnredlist.org/species/61465/137846475,Algyroides moreoticus,LC,137846475,Algyroides,moreoticus,Global; Europe; Mediterranean
241,2024,TRUE,FALSE,FALSE,61465,https://www.iucnredlist.org/species/61465/137846475,Algyroides moreoticus,LC,137846475,Algyroides,moreoticus,Global; Europe; Mediterranean
242,2024,TRUE,FALSE,FALSE,61465,https://www.iucnredlist.org/species/61465/137846475,Algyroides moreoticus,LC,137846475,Algyroides,moreoticus,Global; Europe; Mediterranean
243,2009,FALSE,FALSE,FALSE,61465,https://www.iucnredlist.org/species/61465/12489765,Algyroides moreoticus,NT,12489765,Algyroides,moreoticus,Global; Europe
244,2009,FALSE,FALSE,FALSE,61465,https://www.iucnredlist.org/species/61465/12489765,Algyroides moreoticus,NT,12489765,Algyroides,moreoticus,Global; Europe
245,2006,FALSE,FALSE,FALSE,61465,https://www.iucnredlist.org/species/61465/12489903,Algyroides moreoticus,NT,12489903,Algyroides,moreoticus,Global; Europe
246,2006,FALSE,FALSE,FALSE,61465,https://www.iucnredlist.org/species/61465/12489903,Algyroides moreoticus,NT,12489903,Algyroides,moreoticus,Global; Europe
247,2024,TRUE,FALSE,FALSE,61466,https://www.iucnredlist.org/species/61466/137846576,Algyroides nigropunctatus,LC,137846576,Algyroides,nigropunctatus,Global; Europe
248,2024,TRUE,FALSE,FALSE,61466,https://www.iucnredlist.org/species/61466/137846576,Algyroides nigropunctatus,LC,137846576,Algyroides,nigropunctatus,Global; Europe
249,2009,FALSE,FALSE,FALSE,61466,https://www.iucnredlist.org/species/61466/12490013,Algyroides nigropunctatus,LC,12490013,Algyroides,nigropunctatus,Global; Europe
250,2009,FALSE,FALSE,FALSE,61466,https://www.iucnredlist.org/species/61466/12490013,Algyroides nigropunctatus,LC,12490013,Algyroides,nigropunctatus,Global; Europe
251,2006,FALSE,FALSE,FALSE,61466,https://www.iucnredlist.org/species/61466/12490202,Algyroides nigropunctatus,LC,12490202,Algyroides,nigropunctatus,Global; Europe
252,2006,FALSE,FALSE,FALSE,61466,https://www.iucnredlist.org/species/61466/12490202,Algyroides nigropunctatus,LC,12490202,Algyroides,nigropunctatus,Global; Europe
253,2024,TRUE,FALSE,FALSE,210079094,https://www.iucnredlist.org/species/210079094/137852072,Anatololacerta anatolica,LC,137852072,Anatololacerta,anatolica,Global
254,2024,TRUE,FALSE,FALSE,210079094,https://www.iucnredlist.org/species/210079094/200125217,Anatololacerta anatolica,NT,200125217,Anatololacerta,anatolica,Europe
255,2024,TRUE,FALSE,FALSE,61468,https://www.iucnredlist.org/species/61468/137846813,Archaeolacerta bedriagae,NT,137846813,Archaeolacerta,bedriagae,Global; Europe; Mediterranean
256,2024,TRUE,FALSE,FALSE,61468,https://www.iucnredlist.org/species/61468/137846813,Archaeolacerta bedriagae,NT,137846813,Archaeolacerta,bedriagae,Global; Europe; Mediterranean
257,2024,TRUE,FALSE,FALSE,61468,https://www.iucnredlist.org/species/61468/137846813,Archaeolacerta bedriagae,NT,137846813,Archaeolacerta,bedriagae,Global; Europe; Mediterranean
258,2009,FALSE,FALSE,FALSE,61468,https://www.iucnredlist.org/species/61468/12490617,Archaeolacerta bedriagae,NT,12490617,Archaeolacerta,bedriagae,Global; Europe
259,2009,FALSE,FALSE,FALSE,61468,https://www.iucnredlist.org/species/61468/12490617,Archaeolacerta bedriagae,NT,12490617,Archaeolacerta,bedriagae,Global; Europe
260,2006,FALSE,FALSE,FALSE,61468,https://www.iucnredlist.org/species/61468/12490758,Archaeolacerta bedriagae,VU,12490758,Archaeolacerta,bedriagae,Global; Europe
261,2006,FALSE,FALSE,FALSE,61468,https://www.iucnredlist.org/species/61468/12490758,Archaeolacerta bedriagae,VU,12490758,Archaeolacerta,bedriagae,Global; Europe
262,2024,TRUE,FALSE,FALSE,61528,https://www.iucnredlist.org/species/61528/137852805,Dalmatolacerta oxycephala,LC,137852805,Dalmatolacerta,oxycephala,Global; Europe
263,2024,TRUE,FALSE,FALSE,61528,https://www.iucnredlist.org/species/61528/137852805,Dalmatolacerta oxycephala,LC,137852805,Dalmatolacerta,oxycephala,Global; Europe
264,2009,FALSE,FALSE,FALSE,61528,https://www.iucnredlist.org/species/61528/12505349,Dalmatolacerta oxycephala,LC,12505349,Dalmatolacerta,oxycephala,Global; Europe
265,2009,FALSE,FALSE,FALSE,61528,https://www.iucnredlist.org/species/61528/12505349,Dalmatolacerta oxycephala,LC,12505349,Dalmatolacerta,oxycephala,Global; Europe
266,2006,FALSE,FALSE,FALSE,61528,https://www.iucnredlist.org/species/61528/12505503,Dalmatolacerta oxycephala,LC,12505503,Dalmatolacerta,oxycephala,Global; Europe
267,2006,FALSE,FALSE,FALSE,61528,https://www.iucnredlist.org/species/61528/12505503,Dalmatolacerta oxycephala,LC,12505503,Dalmatolacerta,oxycephala,Global; Europe
268,2024,TRUE,FALSE,FALSE,157245,https://www.iucnredlist.org/species/157245/207648737,Darevskia praticola,NT,207648737,Darevskia,praticola,Europe
269,2009,FALSE,FALSE,FALSE,157245,https://www.iucnredlist.org/species/157245/5059081,Darevskia praticola,NT,5059081,Darevskia,praticola,Europe
270,2009,TRUE,FALSE,FALSE,157245,https://www.iucnredlist.org/species/157245/5058913,Darevskia praticola,NT,5058913,Darevskia,praticola,Global
271,2024,TRUE,FALSE,FALSE,196002,https://www.iucnredlist.org/species/196002/2441186,Dinarolacerta mosorensis,NT,2441186,Dinarolacerta,mosorensis,Global; Europe
272,2024,TRUE,FALSE,FALSE,196002,https://www.iucnredlist.org/species/196002/2441186,Dinarolacerta mosorensis,NT,2441186,Dinarolacerta,mosorensis,Global; Europe
273,2024,TRUE,FALSE,FALSE,157260,https://www.iucnredlist.org/species/157260/215068095,Eremias arguta,LC,215068095,Eremias,arguta,Europe
274,2019,TRUE,FALSE,FALSE,157260,https://www.iucnredlist.org/species/157260/745511,Eremias arguta,LC,745511,Eremias,arguta,Global
275,2009,FALSE,FALSE,FALSE,157260,https://www.iucnredlist.org/species/157260/5063725,Eremias arguta,NT,5063725,Eremias,arguta,Europe
276,2024,TRUE,FALSE,FALSE,157286,https://www.iucnredlist.org/species/157286/207994494,Eremias velox,VU,207994494,Eremias,velox,Europe
277,2019,TRUE,FALSE,FALSE,157286,https://www.iucnredlist.org/species/157286/749469,Eremias velox,LC,749469,Eremias,velox,Global
278,2009,FALSE,FALSE,FALSE,157286,https://www.iucnredlist.org/species/157286/5070559,Eremias velox,LC,5070559,Eremias,velox,Europe
279,2024,TRUE,FALSE,FALSE,61500,https://www.iucnredlist.org/species/61500/137850299,Gallotia atlantica,LC,137850299,Gallotia,atlantica,Global; Europe
280,2024,TRUE,FALSE,FALSE,61500,https://www.iucnredlist.org/species/61500/137850299,Gallotia atlantica,LC,137850299,Gallotia,atlantica,Global; Europe
281,2009,FALSE,FALSE,FALSE,61500,https://www.iucnredlist.org/species/61500/12492064,Gallotia atlantica,LC,12492064,Gallotia,atlantica,Global; Europe
282,2009,FALSE,FALSE,FALSE,61500,https://www.iucnredlist.org/species/61500/12492064,Gallotia atlantica,LC,12492064,Gallotia,atlantica,Global; Europe
283,2006,FALSE,FALSE,FALSE,61500,https://www.iucnredlist.org/species/61500/12492167,Gallotia atlantica,LC,12492167,Gallotia,atlantica,Global; Europe
284,2006,FALSE,FALSE,FALSE,61500,https://www.iucnredlist.org/species/61500/12492167,Gallotia atlantica,LC,12492167,Gallotia,atlantica,Global; Europe
285,2024,TRUE,FALSE,FALSE,61502,https://www.iucnredlist.org/species/61502/269974196,Gallotia bravoana,EN,269974196,Gallotia,bravoana,Global; Europe
286,2024,FALSE,FALSE,FALSE,61502,https://www.iucnredlist.org/species/61502/137850527,Gallotia bravoana,EN,137850527,Gallotia,bravoana,Global; Europe
287,2024,FALSE,FALSE,FALSE,61502,https://www.iucnredlist.org/species/61502/137850527,Gallotia bravoana,EN,137850527,Gallotia,bravoana,Global; Europe
288,2024,TRUE,FALSE,FALSE,61502,https://www.iucnredlist.org/species/61502/269974196,Gallotia bravoana,EN,269974196,Gallotia,bravoana,Global; Europe
289,2009,FALSE,FALSE,FALSE,61502,https://www.iucnredlist.org/species/61502/12493034,Gallotia bravoana,CR,12493034,Gallotia,bravoana,Global; Europe
290,2009,FALSE,FALSE,FALSE,61502,https://www.iucnredlist.org/species/61502/12493034,Gallotia bravoana,CR,12493034,Gallotia,bravoana,Global; Europe
291,2006,FALSE,FALSE,FALSE,61502,https://www.iucnredlist.org/species/61502/12493219,Gallotia bravoana,CR,12493219,Gallotia,bravoana,Global; Europe
292,2006,FALSE,FALSE,FALSE,61502,https://www.iucnredlist.org/species/61502/12493219,Gallotia bravoana,CR,12493219,Gallotia,bravoana,Global; Europe
293,2024,TRUE,FALSE,FALSE,61503,https://www.iucnredlist.org/species/61503/137850681,Gallotia caesaris,LC,137850681,Gallotia,caesaris,Global; Europe
294,2024,TRUE,FALSE,FALSE,61503,https://www.iucnredlist.org/species/61503/137850681,Gallotia caesaris,LC,137850681,Gallotia,caesaris,Global; Europe
295,2009,FALSE,FALSE,FALSE,61503,https://www.iucnredlist.org/species/61503/12493473,Gallotia caesaris,LC,12493473,Gallotia,caesaris,Global; Europe
296,2009,FALSE,FALSE,FALSE,61503,https://www.iucnredlist.org/species/61503/12493473,Gallotia caesaris,LC,12493473,Gallotia,caesaris,Global; Europe
297,2006,FALSE,FALSE,FALSE,61503,https://www.iucnredlist.org/species/61503/12493589,Gallotia caesaris,LC,12493589,Gallotia,caesaris,Global; Europe
298,2006,FALSE,FALSE,FALSE,61503,https://www.iucnredlist.org/species/61503/12493589,Gallotia caesaris,LC,12493589,Gallotia,caesaris,Global; Europe
299,2024,TRUE,FALSE,FALSE,61504,https://www.iucnredlist.org/species/61504/137850765,Gallotia galloti,LC,137850765,Gallotia,galloti,Global; Europe
300,2024,TRUE,FALSE,FALSE,61504,https://www.iucnredlist.org/species/61504/137850765,Gallotia galloti,LC,137850765,Gallotia,galloti,Global; Europe
301,2009,FALSE,FALSE,FALSE,61504,https://www.iucnredlist.org/species/61504/12493747,Gallotia galloti,LC,12493747,Gallotia,galloti,Global; Europe
302,2009,FALSE,FALSE,FALSE,61504,https://www.iucnredlist.org/species/61504/12493747,Gallotia galloti,LC,12493747,Gallotia,galloti,Global; Europe
303,2006,FALSE,FALSE,FALSE,61504,https://www.iucnredlist.org/species/61504/12493853,Gallotia galloti,LC,12493853,Gallotia,galloti,Global; Europe
304,2006,FALSE,FALSE,FALSE,61504,https://www.iucnredlist.org/species/61504/12493853,Gallotia galloti,LC,12493853,Gallotia,galloti,Global; Europe
305,2024,TRUE,FALSE,FALSE,61505,https://www.iucnredlist.org/species/61505/207650471,Gallotia intermedia,EN,207650471,Gallotia,intermedia,Global; Europe
306,2024,TRUE,FALSE,FALSE,61505,https://www.iucnredlist.org/species/61505/207650471,Gallotia intermedia,EN,207650471,Gallotia,intermedia,Global; Europe
307,2009,FALSE,FALSE,FALSE,61505,https://www.iucnredlist.org/species/61505/12494026,Gallotia intermedia,CR,12494026,Gallotia,intermedia,Global; Europe
308,2009,FALSE,FALSE,FALSE,61505,https://www.iucnredlist.org/species/61505/12494026,Gallotia intermedia,CR,12494026,Gallotia,intermedia,Global; Europe
309,2006,FALSE,FALSE,FALSE,61505,https://www.iucnredlist.org/species/61505/12494174,Gallotia intermedia,CR,12494174,Gallotia,intermedia,Global; Europe
310,2006,FALSE,FALSE,FALSE,61505,https://www.iucnredlist.org/species/61505/12494174,Gallotia intermedia,CR,12494174,Gallotia,intermedia,Global; Europe
311,2024,TRUE,FALSE,FALSE,8881,https://www.iucnredlist.org/species/8881/137842652,Gallotia simonyi,VU,137842652,Gallotia,simonyi,Global; Europe
312,2024,TRUE,FALSE,FALSE,8881,https://www.iucnredlist.org/species/8881/137842652,Gallotia simonyi,VU,137842652,Gallotia,simonyi,Global; Europe
313,2009,FALSE,FALSE,FALSE,8881,https://www.iucnredlist.org/species/8881/12935900,Gallotia simonyi,CR,12935900,Gallotia,simonyi,Global; Europe
314,2009,FALSE,FALSE,FALSE,8881,https://www.iucnredlist.org/species/8881/12935900,Gallotia simonyi,CR,12935900,Gallotia,simonyi,Global; Europe
315,2006,FALSE,FALSE,FALSE,8881,https://www.iucnredlist.org/species/8881/12936071,Gallotia simonyi,CR,12936071,Gallotia,simonyi,Global; Europe
316,2006,FALSE,FALSE,FALSE,8881,https://www.iucnredlist.org/species/8881/12936071,Gallotia simonyi,CR,12936071,Gallotia,simonyi,Global; Europe
317,1996,FALSE,FALSE,FALSE,8881,https://www.iucnredlist.org/species/8881/12935858,Gallotia simonyi,CR,12935858,Gallotia,simonyi,Global; Europe
318,1996,FALSE,FALSE,FALSE,8881,https://www.iucnredlist.org/species/8881/12935858,Gallotia simonyi,CR,12935858,Gallotia,simonyi,Global; Europe
319,1994,FALSE,FALSE,FALSE,8881,https://www.iucnredlist.org/species/8881/12936243,Gallotia simonyi,E,12936243,Gallotia,simonyi,Global; Europe
320,1994,FALSE,FALSE,FALSE,8881,https://www.iucnredlist.org/species/8881/12936243,Gallotia simonyi,E,12936243,Gallotia,simonyi,Global; Europe
321,1990,FALSE,FALSE,FALSE,8881,https://www.iucnredlist.org/species/8881/12935881,Gallotia simonyi,E,12935881,Gallotia,simonyi,Global; Europe
322,1990,FALSE,FALSE,FALSE,8881,https://www.iucnredlist.org/species/8881/12935881,Gallotia simonyi,E,12935881,Gallotia,simonyi,Global; Europe
323,1988,FALSE,FALSE,FALSE,8881,https://www.iucnredlist.org/species/8881/12936224,Gallotia simonyi,E,12936224,Gallotia,simonyi,Global; Europe
324,1988,FALSE,FALSE,FALSE,8881,https://www.iucnredlist.org/species/8881/12936224,Gallotia simonyi,E,12936224,Gallotia,simonyi,Global; Europe
325,1986,FALSE,FALSE,FALSE,8881,https://www.iucnredlist.org/species/8881/12936262,Gallotia simonyi,E,12936262,Gallotia,simonyi,Global; Europe
326,1986,FALSE,FALSE,FALSE,8881,https://www.iucnredlist.org/species/8881/12936262,Gallotia simonyi,E,12936262,Gallotia,simonyi,Global; Europe
327,2024,TRUE,FALSE,FALSE,61506,https://www.iucnredlist.org/species/61506/137850850,Gallotia stehlini,CR,137850850,Gallotia,stehlini,Global; Europe
328,2024,TRUE,FALSE,FALSE,61506,https://www.iucnredlist.org/species/61506/137850850,Gallotia stehlini,CR,137850850,Gallotia,stehlini,Global; Europe
329,2009,FALSE,FALSE,FALSE,61506,https://www.iucnredlist.org/species/61506/12494509,Gallotia stehlini,LC,12494509,Gallotia,stehlini,Global; Europe
330,2009,FALSE,FALSE,FALSE,61506,https://www.iucnredlist.org/species/61506/12494509,Gallotia stehlini,LC,12494509,Gallotia,stehlini,Global; Europe
331,2006,FALSE,FALSE,FALSE,61506,https://www.iucnredlist.org/species/61506/12494608,Gallotia stehlini,LC,12494608,Gallotia,stehlini,Global; Europe
332,2006,FALSE,FALSE,FALSE,61506,https://www.iucnredlist.org/species/61506/12494608,Gallotia stehlini,LC,12494608,Gallotia,stehlini,Global; Europe
333,2024,TRUE,FALSE,FALSE,61523,https://www.iucnredlist.org/species/61523/137852588,Hellenolacerta graeca,LC,137852588,Hellenolacerta,graeca,Global; Europe; Mediterranean
334,2024,TRUE,FALSE,FALSE,61523,https://www.iucnredlist.org/species/61523/137852588,Hellenolacerta graeca,LC,137852588,Hellenolacerta,graeca,Global; Europe; Mediterranean
335,2024,TRUE,FALSE,FALSE,61523,https://www.iucnredlist.org/species/61523/137852588,Hellenolacerta graeca,LC,137852588,Hellenolacerta,graeca,Global; Europe; Mediterranean
336,2009,FALSE,FALSE,FALSE,61523,https://www.iucnredlist.org/species/61523/12502676,Hellenolacerta graeca,NT,12502676,Hellenolacerta,graeca,Global; Europe
337,2009,FALSE,FALSE,FALSE,61523,https://www.iucnredlist.org/species/61523/12502676,Hellenolacerta graeca,NT,12502676,Hellenolacerta,graeca,Global; Europe
338,2006,FALSE,FALSE,FALSE,61523,https://www.iucnredlist.org/species/61523/12502822,Hellenolacerta graeca,NT,12502822,Hellenolacerta,graeca,Global; Europe
339,2006,FALSE,FALSE,FALSE,61523,https://www.iucnredlist.org/species/61523/12502822,Hellenolacerta graeca,NT,12502822,Hellenolacerta,graeca,Global; Europe
340,2024,TRUE,FALSE,FALSE,61512,https://www.iucnredlist.org/species/61512/137851481,Iberolacerta aranica,NT,137851481,Iberolacerta,aranica,Global; Europe
341,2024,TRUE,FALSE,FALSE,61512,https://www.iucnredlist.org/species/61512/137851481,Iberolacerta aranica,NT,137851481,Iberolacerta,aranica,Global; Europe
342,2009,FALSE,FALSE,FALSE,61512,https://www.iucnredlist.org/species/61512/12497171,Iberolacerta aranica,EN,12497171,Iberolacerta,aranica,Global; Europe
343,2009,FALSE,FALSE,FALSE,61512,https://www.iucnredlist.org/species/61512/84674971,Iberolacerta aranica,EN,84674971,Iberolacerta,aranica,Global; Europe
